ID,Hero,Skill Tier,KDA Ratio,"Pick Rate, %",Eliminations / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Damage Amplified / 10min,Players Resurrected / 10min,Final Blows / 10min,Magnetic Grenade Attaches,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Objective Contest Time / 10min,Recon Assists / 10min,Transcendence Healing / 10min,Knockbacks / 10min,Sound Barriers / 10min,Direct Hits,Enemies Trapped / 10min,Self Healing / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,"Average Energy, %",Deaths Prevented / 10min,Amp Matrix Assists / 10min,"Airtime, %",Overhealth / 10min,Inspire Uptime,Enemies Frozen / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,Average Damage Multiplier,Players Teleported / 10min,"Wound Uptime, %",Role,Life Grip Saves / 10min,Total Kills,"Average Accuracy, %",Win Rate Classification
1081,Tracer,Grandmaster,2.37,4.14,17.26,54,7106,,8.43,,,,,,8.36,,,,,,,,,,,,,,,,904.85,4.92,1.84,,,,,,,,,,,,,Damage,,9.9,21.5,High
851,Wrecking Ball,Master,4.85,2.85,17.55,110,7750,,5.83,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,Tank,,21.53,22.0,Low
450,Zenyatta,Gold,5.4,2.96,14.14,56,4827,5615.0,7.25,,,,611.12,,,,,,,,,,,,,1203.14,,,,,,,,,,,,,,,,,,,,Support,,11.36,24.0,High
1248,Zarya,Platinum,4.79,1.81,20.13,127,9922,,6.25,,,,,,,,,,,,,,,75.0,,,,,,,,,,38.31,,,,,,,,,,,,Tank,,25.490000000000002,43.5,Low
491,Brigitte,Gold,4.68,0.75,12.97,93,3781,7665.0,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.6,31.0,,,,,,,Support,,5.67,,High
1008,Reinhardt,Master,2.73,4.57,15.74,108,8288,,7.23,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.17,,Low
852,Widowmaker,Grandmaster,2.72,5.96,16.86,22,6212,,7.95,,,,,,11.66,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,,,,,Damage,,9.89,45.0,High
529,Reinhardt,Platinum,3.2,2.69,16.6,124,8238,,7.01,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.5,,Low
106,Junker Queen,Bronze,4.78,1.33,18.17,134,8330,,6.48,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,18.0,Tank,,18.27,32.5,Low
555,Pharah,Master,2.84,2.69,20.89,35,9413,,8.64,,,,,,12.89,,,,,,,,,,,,,,15.0,,,,,,,,70.81,,,,,,,,,Damage,,12.5,44.0,High
1111,Pharah,Diamond,3.13,2.01,21.72,37,9671,,8.76,,,,,,13.38,,,,,,,,,,,,,,16.0,,,,,,,,68.66,,,,,,,,,Damage,,15.13,48.0,Low
207,Baptiste,Diamond,4.77,1.94,11.52,61,3914,8887.0,6.57,,,,559.13,,,,,,,,,,,,,,,,,,,,,,2.67,1.97,,,,,,,,,,Support,,4.81,35.53333333333333,Low
592,Wrecking Ball,Master,3.02,0.48,15.78,156,6864,,7.55,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.799999999999997,21.0,Low
800,Lucio,Grandmaster,3.19,6.09,11.19,109,3300,8110.0,8.19,,,,,,,,,,,,,,,,,,25.01,9.85,,,,,,,,,,,,,,,,,,Support,,5.62,16.0,Low
277,Doomfist,Platinum,3.36,1.21,17.41,102,8124,,7.78,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,2975.42,,,,,,,,Tank,,27.939999999999998,29.0,Low
807,Ashe,Silver,2.74,1.54,16.19,51,7935,,7.36,,,,,,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,17.25,39.0,Low
864,Moira,Grandmaster,5.57,6.36,17.42,78,5532,9241.0,6.3,,,,,,,,,,,,,42.0,64.0,,,,,,,,,,,,,,,,,,,,,,,Support,,19.98,51.0,High
157,Tracer,Diamond,2.79,2.95,18.64,56,6494,,8.33,,,,,,8.98,,,,,,,,,,,,,,,,803.61,4.87,1.56,,,,,,,,,,,,,Damage,,11.120000000000001,20.0,Low
398,Brigitte,Gold,4.36,1.64,12.79,98,3564,7248.0,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.83,30.0,,,,,,,Support,,5.67,,High
597,Reinhardt,Bronze,2.95,1.94,15.11,130,7536,,7.14,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.35,,Low
519,Mercy,Platinum,4.49,6.49,1.84,52,343,9246.0,5.77,,,,1030.45,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.47,,High
752,Wrecking Ball,Silver,3.04,1.28,15.08,140,6764,,7.29,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,Tank,,18.04,21.0,Low
447,Orisa,Master,3.83,2.72,18.36,119,9586,,6.91,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,Tank,,21.34,33.0,Low
1146,Orisa,Master,3.69,5.09,17.76,124,10070,,6.72,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,Tank,,18.810000000000002,33.0,Low
1142,Orisa,Master,3.04,4.32,16.11,129,7910,,7.13,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,Tank,,15.43,29.0,Low
980,Torbjorn,Master,2.84,2.67,17.29,50,9379,,6.86,,,,,,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,18.95,18.0,High
312,Cassidy,Gold,2.12,2.22,16.56,54,7781,,8.76,,,,,,10.11,59.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,14.02,24.0,Low
407,Tracer,Master,2.63,5.32,18.54,63,6495,,7.99,,,,,,8.23,,,,,,,,,,,,,,,,941.39,4.7,1.59,,,,,,,,,,,,,Damage,,10.969999999999999,21.5,High
462,Baptiste,Bronze,4.96,2.94,10.91,67,3425,8342.0,6.7,,,,476.42,,,,,,,,,,,,,,,,,,,,,,2.38,1.78,,,,,,,,,,Support,,5.04,33.26,Low
140,Ana,Master,4.19,17.02,9.25,60,2671,8473.0,5.82,5.08,419.36,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.21,59.0,Low
624,Torbjorn,Diamond,3.37,1.62,19.5,43,8853,,6.74,,,,,,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,26.869999999999997,16.5,High
239,Junkrat,Master,2.78,3.08,17.26,43,7829,,8.28,,,,,,11.06,,,,,,,,,,,,,,14.0,4.93,,,,,,,,,,,,,,,,Damage,,14.08,23.0,Low
679,Roadhog,Silver,3.3,0.37,15.53,119,7125,,7.09,,,,,,,,,,,,,,,74.0,,,,,,,5026.05,,,,,,,,,,,,,,,Tank,,17.71,39.335,Low
1119,Pharah,Silver,2.88,1.16,20.1,37,8892,,8.63,,,,,,11.98,,,,,,,,,,,,,,16.0,,,,,,,,65.82,,,,,,,,,Damage,,14.809999999999999,48.0,Low
166,Junkrat,Silver,2.26,2.47,16.03,60,7783,,8.86,,,,,,10.1,,,,,,,,,,,,,,17.0,5.45,,,,,,,,,,,,,,,,Damage,,15.18,24.0,Low
1210,Pharah,Silver,3.11,1.07,19.49,42,8495,,8.33,,,,,,11.37,,,,,,,,,,,,,,16.0,,,,,,,,62.47,,,,,,,,,Damage,,14.23,46.0,Low
548,Junkrat,Platinum,2.82,2.86,17.34,44,7883,,8.24,,,,,,11.1,,,,,,,,,,,,,,14.0,4.96,,,,,,,,,,,,,,,,Damage,,14.16,24.0,Low
94,Symmetra,Master,3.41,2.11,18.95,62,8609,,7.87,,,,,,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,24.93,,Damage,,18.130000000000003,39.5,High
963,Winston,Bronze,3.39,0.7,17.33,122,6882,,7.56,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,Tank,,14.610000000000001,49.0,Low
806,Tracer,Master,2.65,2.93,18.62,55,7406,,8.37,,,,,,9.06,,,,,,,,,,,,,,,,926.04,5.14,1.8,,,,,,,,,,,,,Damage,,10.51,21.5,High
227,Zenyatta,Grandmaster,5.18,6.69,12.72,56,4867,6078.0,6.38,,,,1429.32,,,,,,,,,,,,,1135.11,,,,,,,,,,,,,,,,,,,,Support,,10.49,22.0,High
290,Ramattra,Grandmaster,3.77,5.09,18.88,109,9894,,6.5,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,Tank,,31.13,47.0,High
13,Genji,Diamond,2.52,4.77,18.68,63,7697,,8.44,,,,,,10.17,,16.84,1876.9,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,11.16,29.0,High
1235,Echo,Master,2.51,1.14,19.07,53,8879,,8.59,,,,,,10.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,29.36,30.89,Low
243,Doomfist,Gold,3.17,1.56,16.7,70,6500,,9.06,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,2119.98,,,,,,,,Tank,,25.57,26.0,Low
474,Tracer,Bronze,2.43,0.57,15.2,55,6752,,8.92,,,,,,7.37,,,,,,,,,,,,,,,,901.47,5.1,1.87,,,,,,,,,,,,,Damage,,10.08,20.5,Low
828,Wrecking Ball,Bronze,4.48,1.22,15.67,104,6266,,6.96,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,,Tank,,16.44,18.5,High
1042,Sigma,Platinum,4.97,1.94,18.41,128,9794,,5.14,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,1288.66,,,,,,,,Tank,,16.12,51.0,Low
30,Roadhog,Platinum,3.78,2.04,18.34,117,8005,,6.64,,,,,,,,,,,,,,,74.0,,,,,,,5245.04,,,,,,,,,,,,,,,Tank,,21.299999999999997,40.205,Low
15,Mei,Bronze,4.06,2.41,17.3,97,6657,,7.4,,,,,,7.14,,,,,,,,,,,,,,,,1083.13,,,,,,,,,3.83,,,,,,Damage,,13.709999999999999,30.333333333333332,Low
85,Junker Queen,Gold,5.19,0.6,19.28,115,8387,,6.52,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,18.0,Tank,,18.23,33.0,High
96,D.Va,Grandmaster,6.47,5.53,19.91,109,8554,,4.93,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,Tank,,17.28,29.0,High
196,Sigma,Platinum,4.75,1.71,18.25,120,9062,,5.62,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,1434.56,,,,,,,,Tank,,16.759999999999998,48.0,High
1177,Soldier: 76,Bronze,2.73,2.37,17.84,62,8282,1316.0,8.57,,,,,,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,19.65,30.333333333333332,Low
133,Wrecking Ball,Master,4.13,0.72,16.78,125,8067,,5.98,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,,Tank,,21.15,23.5,Low
943,Mercy,Gold,4.03,3.87,1.81,56,344,9009.0,6.32,,,,896.33,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.52,,Low
98,Zenyatta,Platinum,5.34,3.34,14.2,68,5060,6331.0,6.9,,,,1512.71,,,,,,,,,,,,,1233.33,,,,,,,,,,,,,,,,,,,,Support,,11.82,24.0,High
670,Echo,Master,2.4,0.77,18.63,68,7793,,8.37,,,,,,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,29.3,28.063333333333333,Low
16,Orisa,Grandmaster,3.07,3.81,16.22,133,8056,,7.06,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,Tank,,15.66,29.0,Low
208,Roadhog,Diamond,3.83,1.22,17.89,111,8445,,6.7,,,,,,,,,,,,,,,69.0,,,,,,,5157.2,,,,,,,,,,,,,,,Tank,,20.11,41.105000000000004,Low
477,Reinhardt,Master,3.04,9.02,16.96,113,8887,,6.83,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.990000000000002,,High
758,Zarya,Diamond,4.5,5.37,20.37,119,8905,,6.59,,,,,,,,,,,,,,,71.0,,,,,,,,,,34.48,,,,,,,,,,,,Tank,,25.299999999999997,41.0,High
295,Widowmaker,Diamond,2.79,2.65,17.21,23,6158,,7.83,,,,,,12.11,,,,,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,Damage,,10.989999999999998,46.0,High
540,Pharah,Diamond,3.08,2.35,21.42,38,9433,,8.56,,,,,,12.99,,,,,,,,,,,,,,16.0,,,,,,,,68.55,,,,,,,,,Damage,,13.92,47.0,High
1057,Pharah,Bronze,2.85,0.94,17.93,42,8056,,8.24,,,,,,10.2,,,,,,,,,,,,,,15.0,,,,,,,,60.63,,,,,,,,,Damage,,13.59,44.0,Low
686,Junkrat,Grandmaster,2.48,2.26,15.42,41,7924,,8.16,,,,,,9.47,,,,,,,,,,,,,,16.0,4.76,,,,,,,,,,,,,,,,Damage,,13.69,23.0,Low
1206,Genji,Master,2.46,10.52,18.74,62,7600,,8.23,,,,,,10.53,,17.34,1827.53,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,10.379999999999999,28.0,High
263,Doomfist,Gold,3.43,0.76,17.81,98,7810,,7.67,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,2832.71,,,,,,,,Tank,,27.75,27.0,Low
381,Lucio,Diamond,4.18,3.28,13.04,99,3739,7346.0,7.28,,,,,,,,,,,,,,,,,,30.01,9.66,,,,,,,,,,,,,,,,,,Support,,5.89,17.5,Low
1015,Sojourn,Silver,2.79,0.84,17.26,62,7943,,8.13,,,,,,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,23.89,28.666666666666668,Low
1135,Roadhog,Gold,3.68,0.46,16.66,116,7700,,6.89,,,,,,,,,,,,,,,74.0,,,,,,,5033.64,,,,,,,,,,,,,,,Tank,,19.02,40.3,Low
340,Echo,Grandmaster,3.0,4.67,19.43,48,9236,,7.51,,,,,,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,27.509999999999998,30.409999999999997,High
482,Bastion,Master,3.14,1.51,19.6,50,9050,,8.21,,,,,,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,37.08,23.0,Low
605,Bastion,Bronze,2.56,1.42,17.63,67,9344,,8.61,,,,,,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,34.3,24.0,Low
9,Sombra,Master,4.62,2.07,15.64,42,5353,,6.28,,,,,,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,2.81,,,,Damage,,10.84,34.0,Low
684,Genji,Bronze,2.58,1.53,17.78,67,7338,,8.47,,,,,,9.84,,15.31,1756.84,—,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,11.079999999999998,28.0,Low
408,Ramattra,Grandmaster,4.56,0.72,20.06,109,9415,,6.43,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,Tank,,31.91,42.5,High
361,Sigma,Grandmaster,4.66,5.83,18.22,118,10365,,4.98,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,1215.02,,,,,,,,Tank,,15.01,53.0,High
1012,Kiriko,Platinum,4.72,6.84,7.85,67,2117,8759.0,6.39,,,,,,,,,,,3.76,21.93,,,,,,,,,,,,,,,,,,,,,,,,,Support,,11.43,21.5,High
870,Widowmaker,Silver,2.57,3.41,14.18,15,5163,,7.5,,,,,,9.3,,,,,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,Damage,,8.68,44.0,Low
138,Doomfist,Master,3.31,2.72,18.67,83,8373,,7.52,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,2746.16,,,,,,,,Tank,,27.299999999999997,27.0,Low
809,Soldier: 76,Diamond,2.97,6.24,19.59,49,9418,1317.0,7.97,,,,,,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,21.02,33.666666666666664,Low
535,Reaper,Diamond,2.83,2.43,20.14,72,8525,,8.02,,,,,,11.05,,,,,,,,,,,,,,,,1602.6,,,,,,,,,,,,,,,Damage,,13.44,20.0,Low
411,Ana,Gold,4.45,6.01,9.37,54,2542,6958.0,6.47,5.14,299.82,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,7.93,54.0,Low
891,Bastion,Grandmaster,3.12,1.53,19.53,50,8990,,8.23,,,,,,11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,36.97,23.0,Low
141,Reaper,Platinum,2.88,2.27,20.09,74,8345,,7.98,,,,,,11.08,,,,,,,,,,,,,,,,1570.47,,,,,,,,,,,,,,,Damage,,13.74,19.5,Low
1120,Mercy,Diamond,4.47,8.92,1.79,48,331,9112.0,5.69,,,,1125.92,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.38,,High
569,Sojourn,Master,3.19,5.63,20.33,49,9570,,8.13,,,,,,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,27.580000000000002,31.666666666666668,High
1145,Cassidy,Grandmaster,2.02,5.74,16.65,45,8720,,8.58,,,,,,10.05,60.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,11.78,25.5,Low
705,Symmetra,Bronze,2.9,2.75,18.95,58,8295,,8.59,,,,,,8.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,12.27,,Damage,,21.380000000000003,37.5,High
426,Zenyatta,Gold,5.35,2.57,14.07,69,4954,6306.0,7.05,,,,1480.09,,,,,,,,,,,,,1233.02,,,,,,,,,,,,,,,,,,,,Support,,11.58,23.5,High
941,Roadhog,Master,3.81,1.38,17.86,107,8470,,6.63,,,,,,,,,,,,,,,65.0,,,,,,,5240.59,,,,,,,,,,,,,,,Tank,,19.97,41.39,Low
666,Reaper,Bronze,2.66,1.19,17.9,80,7272,,8.28,,,,,,9.84,,,,,,,,,,,,,,,,1394.24,,,,,,,,,,,,,,,Damage,,13.57,18.0,Low
301,Sigma,Bronze,4.06,1.26,16.21,138,8706,,5.56,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,1304.95,,,,,,,,Tank,,15.280000000000001,47.0,Low
350,Moira,Grandmaster,5.87,6.07,17.37,77,5418,9405.0,6.33,,,,,,,,,,,,,42.0,62.0,,,,,,,,,,,,,,,,,,,,,,,Support,,19.529999999999998,49.0,Low
914,Doomfist,Grandmaster,3.07,4.42,17.11,85,8163,,8.14,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,2915.11,,,,,,,,Tank,,27.4,28.0,High
376,Brigitte,Platinum,4.8,1.56,12.6,88,3855,8447.0,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.8,32.0,,,,,,,Support,,5.1,,High
313,Orisa,Silver,3.68,1.85,17.25,98,7127,,7.16,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,Tank,,21.21,28.0,Low
688,Zenyatta,Platinum,5.59,3.35,14.49,55,4960,5690.0,7.13,,,,594.73,,,,,,,,,,,,,1225.9,,,,,,,,,,,,,,,,,,,,Support,,11.78,24.5,High
550,Kiriko,Master,5.32,2.58,9.31,64,2725,7976.0,5.65,,,,,,,,,,,4.6,19.04,,,,,,,,,,,,,,,,,,,,,,,,,Support,,13.06,22.5,Low
34,Widowmaker,Silver,2.63,1.19,14.75,19,5541,,7.85,,,,,,10.07,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,Damage,,8.91,45.0,Low
876,Ana,Diamond,4.25,14.76,9.48,62,2681,8396.0,5.89,5.14,428.29,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.629999999999999,58.0,Low
269,Doomfist,Bronze,3.16,0.28,15.51,95,6846,,8.29,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,2526.13,,,,,,,,Tank,,24.240000000000002,26.0,Low
437,D.Va,Bronze,5.52,2.23,20.03,120,7476,,6.07,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.61,22.0,Low
107,Brigitte,Master,3.84,0.77,11.06,88,3501,7074.0,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.71,29.0,,,,,,,Support,,4.41,,Low
715,Roadhog,Gold,3.3,1.98,16.87,121,7439,,7.08,,,,,,,,,,,,,,,79.0,,,,,,,5214.74,,,,,,,,,,,,,,,Tank,,20.0,39.379999999999995,Low
770,D.Va,Master,6.5,4.64,20.97,92,6967,,5.55,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.19,24.0,High
1182,Sojourn,Grandmaster,3.32,0.76,19.21,53,8380,,7.86,,,,,,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,25.87,29.666666666666668,Low
219,Zarya,Platinum,4.3,3.94,19.49,126,8631,,6.63,,,,,,,,,,,,,,,76.0,,,,,,,,,,33.43,,,,,,,,,,,,Tank,,24.490000000000002,41.0,High
347,Junkrat,Gold,2.67,1.74,16.4,55,8201,,8.26,,,,,,9.96,,,,,,,,,,,,,,18.0,5.25,,,,,,,,,,,,,,,,Damage,,14.190000000000001,25.0,Low
594,Orisa,Diamond,3.85,1.87,17.81,96,7394,,7.02,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,Tank,,22.150000000000002,29.0,Low
1099,Symmetra,Gold,3.74,1.47,19.21,55,7217,,7.63,,,,,,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,12.91,,Damage,,20.53,35.5,High
1072,Junker Queen,Master,3.55,1.38,17.79,125,7547,,7.91,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,16.0,Tank,,17.82,30.5,High
103,Kiriko,Silver,4.93,2.09,8.48,67,2470,7668.0,5.92,,,,,,,,,,,4.18,17.38,,,,,,,,,,,,,,,,,,,,,,,,,Support,,12.15,21.5,Low
534,Reaper,Silver,2.5,1.86,18.66,79,7968,,8.44,,,,,,9.79,,,,,,,,,,,,,,,,1490.43,,,,,,,,,,,,,,,Damage,,14.1,19.5,Low
209,Zenyatta,Master,4.74,2.71,11.96,68,4125,5926.0,8.08,,,,1279.15,,,,,,,,,,,,,1130.14,,,,,,,,,,,,,,,,,,,,Support,,10.42,22.0,Low
116,Symmetra,Silver,3.66,1.57,18.92,56,7046,,7.68,,,,,,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,12.45,,Damage,,20.549999999999997,35.0,High
503,Sigma,Bronze,4.71,1.6,17.07,149,9877,,5.2,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,1393.85,,,,,,,,Tank,,17.020000000000003,50.0,Low
787,Pharah,Gold,3.13,1.2,20.24,41,8771,,8.32,,,,,,11.93,,,,,,,,,,,,,,16.0,,,,,,,,64.38,,,,,,,,,Damage,,14.239999999999998,47.0,Low
660,Soldier: 76,Grandmaster,3.17,3.65,20.45,48,8641,1435.0,8.27,,,,,,10.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,21.650000000000002,32.333333333333336,Low
206,Sojourn,Gold,2.59,3.59,16.95,59,7892,,8.5,,,,,,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,23.1,29.333333333333332,Low
1074,Orisa,Grandmaster,3.75,1.93,17.57,96,7231,,7.07,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,Tank,,21.62,29.0,Low
515,Winston,Silver,3.87,1.49,18.78,91,6365,,7.85,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,Tank,,14.620000000000001,50.0,Low
173,Genji,Silver,2.5,1.91,17.53,67,7171,,8.35,,,,,,9.75,,15.06,1825.14,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,11.11,28.0,Low
414,Widowmaker,Platinum,2.68,1.89,16.53,24,5997,,7.94,,,,,,11.56,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,Damage,,11.18,45.0,High
64,Pharah,Grandmaster,3.26,2.31,22.24,37,9764,,8.96,,,,,,13.55,,,,,,,,,,,,,,17.0,,,,,,,,69.69,,,,,,,,,Damage,,15.059999999999999,48.0,Low
396,Winston,Platinum,4.28,2.01,20.8,106,8039,,6.93,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,Tank,,17.41,53.5,Low
527,Lucio,Master,3.22,5.91,11.26,111,3333,8222.0,8.12,,,,,,,,,,,,,,,,,,24.98,9.63,,,,,,,,,,,,,,,,,,Support,,5.66,16.0,Low
57,Ashe,Gold,2.4,1.78,15.24,47,7202,,8.09,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,17.15,38.0,Low
709,Sojourn,Grandmaster,2.71,7.46,17.46,54,7991,,8.42,,,,,,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,23.95,30.333333333333332,High
1175,Soldier: 76,Silver,2.98,3.09,19.53,53,8180,1413.0,8.46,,,,,,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,20.77,31.333333333333332,Low
102,Genji,Diamond,2.69,6.72,19.35,65,7723,,8.19,,,,,,10.65,,17.06,1742.12,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,11.63,26.0,High
850,Junker Queen,Diamond,3.43,0.96,17.34,125,7693,,7.88,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,16.0,Tank,,17.72,31.0,High
198,Pharah,Bronze,3.13,2.09,18.33,37,7690,,8.24,,,,,,10.65,,,,,,,,,,,,,,17.0,,,,,,,,62.39,,,,,,,,,Damage,,13.68,44.0,Low
233,Orisa,Silver,3.58,1.54,16.9,133,8744,,7.31,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.83,32.0,Low
473,Widowmaker,Silver,2.76,1.83,15.38,22,5732,,7.85,,,,,,10.7,,,,,,,,,,3.84,,,,,,,,,,,,,,,,,,,,,Damage,,9.91,44.0,Low
467,Winston,Silver,4.4,1.24,20.68,114,7462,,6.67,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,Tank,,17.720000000000002,50.5,Low
287,Ashe,Diamond,2.67,4.12,17.22,44,9009,,7.85,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,18.75,41.0,Low
768,Ashe,Grandmaster,2.65,2.67,17.49,44,9245,,8.02,,,,,,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,19.07,42.0,Low
754,Mei,Platinum,3.92,0.85,18.07,75,7202,,7.46,,,,,,7.96,,,,,,,,,,,,,,,,1079.96,,,,,,,,,4.09,,,,,,Damage,,13.07,31.666666666666668,Low
953,Moira,Bronze,5.29,4.44,16.49,88,5098,8239.0,6.61,,,,,,,,,,,,,42.0,67.0,,,,,,,,,,,,,,,,,,,,,,,Support,,19.58,46.0,Low
72,Widowmaker,Master,3.02,5.48,17.26,23,6360,,7.85,,,,,,12.07,,,,,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,Damage,,10.33,46.0,High
