person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
32.0,female,Bachelor,45606.0,9,RENT,4650.0,HOMEIMPROVEMENT,13.49,0.1,7.0,585,No,1
27.0,male,Master,18009.0,5,RENT,4750.0,HOMEIMPROVEMENT,10.0,0.26,9.0,646,No,1
31.0,female,Master,18533.0,6,RENT,4750.0,HOMEIMPROVEMENT,14.59,0.26,8.0,677,No,1
35.0,female,Doctorate,21310.0,15,RENT,4750.0,MEDICAL,9.32,0.22,6.0,591,No,1
34.0,male,Associate,24188.0,13,RENT,4750.0,DEBTCONSOLIDATION,11.83,0.2,10.0,693,No,1
30.0,female,Master,38184.0,5,RENT,4750.0,MEDICAL,14.84,0.12,9.0,592,No,1
33.0,female,Master,17797.0,8,RENT,4800.0,EDUCATION,6.76,0.27,8.0,681,No,1
28.0,male,High School,17927.0,6,RENT,4800.0,VENTURE,14.65,0.27,9.0,649,No,1
35.0,male,High School,18536.0,8,RENT,4800.0,VENTURE,10.62,0.26,7.0,617,No,1
30.0,male,Bachelor,41780.0,8,MORTGAGE,6000.0,VENTURE,14.96,0.14,6.0,642,No,1
28.0,male,High School,19363.0,5,RENT,4800.0,MEDICAL,10.99,0.25,8.0,631,No,1
28.0,female,Master,23841.0,5,RENT,4800.0,VENTURE,11.01,0.2,6.0,577,No,1
33.0,female,Associate,41991.0,8,MORTGAGE,6000.0,HOMEIMPROVEMENT,14.11,0.14,9.0,678,No,1
31.0,female,Master,37108.0,8,RENT,4800.0,PERSONAL,14.84,0.13,8.0,657,No,1
32.0,female,High School,36022.0,10,RENT,4800.0,PERSONAL,16.29,0.13,7.0,644,No,1
28.0,female,High School,42206.0,1,MORTGAGE,6125.0,MEDICAL,16.89,0.15,10.0,651,No,1
32.0,male,Bachelor,39761.0,8,RENT,4800.0,HOMEIMPROVEMENT,9.99,0.12,6.0,507,No,1
35.0,male,Associate,40637.0,17,RENT,4800.0,HOMEIMPROVEMENT,13.23,0.12,9.0,711,No,1
28.0,male,High School,46480.0,7,RENT,4800.0,DEBTCONSOLIDATION,9.63,0.1,10.0,649,No,1
29.0,female,Bachelor,43073.0,9,MORTGAGE,6250.0,DEBTCONSOLIDATION,15.95,0.15,9.0,698,No,1
28.0,female,High School,60365.0,5,RENT,4800.0,DEBTCONSOLIDATION,15.99,0.08,5.0,599,No,1
28.0,male,High School,68082.0,5,RENT,4800.0,DEBTCONSOLIDATION,16.45,0.07,7.0,683,No,1
34.0,female,High School,69255.0,12,RENT,4800.0,DEBTCONSOLIDATION,11.01,0.07,10.0,653,No,1
31.0,female,Bachelor,70812.0,9,RENT,4800.0,PERSONAL,15.58,0.07,9.0,660,No,1
29.0,male,Associate,71321.0,6,RENT,4800.0,DEBTCONSOLIDATION,11.49,0.07,7.0,562,No,1
27.0,male,Bachelor,42594.0,7,MORTGAGE,6000.0,MEDICAL,16.69,0.14,8.0,524,No,1
33.0,female,Bachelor,43032.0,10,MORTGAGE,8000.0,MEDICAL,8.32,0.19,6.0,666,No,1
28.0,male,Bachelor,106628.0,6,RENT,10000.0,PERSONAL,10.65,0.09,9.0,689,No,1
34.0,male,Associate,43296.0,13,MORTGAGE,2800.0,EDUCATION,14.17,0.06,7.0,713,No,1
32.0,male,Associate,92857.0,11,RENT,10000.0,MEDICAL,13.24,0.11,9.0,695,No,1
31.0,female,Bachelor,145920.0,7,RENT,10000.0,VENTURE,13.49,0.07,5.0,690,No,1
32.0,male,Associate,154987.0,6,RENT,10000.0,VENTURE,13.85,0.06,5.0,674,No,1
27.0,female,Associate,44310.0,5,MORTGAGE,12500.0,HOMEIMPROVEMENT,6.03,0.28,7.0,617,No,1
32.0,female,Master,31532.0,10,RENT,9950.0,EDUCATION,12.68,0.32,7.0,680,No,1
31.0,male,Bachelor,30198.0,7,RENT,9925.0,DEBTCONSOLIDATION,6.62,0.33,6.0,602,No,1
32.0,male,Associate,31222.0,9,RENT,9800.0,HOMEIMPROVEMENT,12.23,0.31,8.0,691,No,1
35.0,male,Bachelor,44249.0,12,MORTGAGE,16000.0,EDUCATION,10.99,0.36,8.0,650,No,1
31.0,male,Associate,25696.0,6,RENT,9750.0,MEDICAL,17.19,0.38,6.0,701,No,1
28.0,female,Master,26666.0,3,RENT,9750.0,VENTURE,11.01,0.37,10.0,610,No,1
28.0,male,Master,39761.0,8,RENT,4900.0,MEDICAL,14.12,0.12,7.0,684,No,1
33.0,male,Associate,46519.0,10,RENT,4900.0,EDUCATION,10.28,0.11,6.0,624,No,1
29.0,female,Bachelor,34510.0,4,RENT,5000.0,MEDICAL,16.07,0.14,8.0,606,No,1
31.0,female,Bachelor,37050.0,6,RENT,5000.0,HOMEIMPROVEMENT,9.91,0.13,5.0,628,No,1
29.0,female,Bachelor,44314.0,7,MORTGAGE,8000.0,PERSONAL,6.54,0.18,8.0,586,No,1
35.0,female,Associate,42809.0,17,RENT,5000.0,MEDICAL,6.0,0.12,6.0,682,No,1
28.0,female,Master,36261.0,6,RENT,5000.0,PERSONAL,15.96,0.14,7.0,723,No,1
27.0,female,Bachelor,44328.0,6,MORTGAGE,15200.0,DEBTCONSOLIDATION,16.35,0.34,6.0,672,No,1
27.0,male,High School,36909.0,5,RENT,5000.0,DEBTCONSOLIDATION,17.99,0.14,10.0,643,No,1
27.0,male,Master,44289.0,0,MORTGAGE,6825.0,EDUCATION,8.32,0.15,9.0,675,No,1
27.0,female,High School,38975.0,9,RENT,5000.0,HOMEIMPROVEMENT,6.62,0.13,7.0,566,No,1
28.0,female,Master,44179.0,5,MORTGAGE,15450.0,MEDICAL,11.01,0.35,8.0,656,No,1
32.0,female,Bachelor,39402.0,12,RENT,5000.0,DEBTCONSOLIDATION,18.25,0.13,7.0,654,No,1
27.0,female,Bachelor,44248.0,7,MORTGAGE,5000.0,EDUCATION,6.62,0.11,9.0,592,No,1
29.0,female,Associate,39391.0,6,RENT,5000.0,PERSONAL,14.84,0.13,8.0,665,No,1
29.0,female,High School,39524.0,6,RENT,5000.0,HOMEIMPROVEMENT,11.01,0.13,10.0,593,No,1
28.0,female,Bachelor,41551.0,4,RENT,5000.0,PERSONAL,7.9,0.12,5.0,679,No,1
35.0,female,High School,41992.0,16,RENT,5000.0,EDUCATION,16.32,0.12,6.0,642,No,1
28.0,male,Bachelor,41666.0,7,RENT,5000.0,VENTURE,14.26,0.12,9.0,709,No,1
35.0,male,High School,42019.0,8,RENT,5000.0,DEBTCONSOLIDATION,15.45,0.12,6.0,618,No,1
27.0,female,Associate,41579.0,5,RENT,5000.0,MEDICAL,10.25,0.12,10.0,602,No,1
27.0,male,Associate,42772.0,3,RENT,5000.0,MEDICAL,16.7,0.12,9.0,568,No,1
28.0,female,High School,42787.0,8,RENT,5000.0,HOMEIMPROVEMENT,8.9,0.12,9.0,594,No,1
32.0,female,Bachelor,44654.0,10,RENT,5000.0,HOMEIMPROVEMENT,6.91,0.11,5.0,653,No,1
28.0,male,Bachelor,46520.0,5,RENT,5000.0,PERSONAL,13.49,0.11,6.0,646,No,1
35.0,male,Master,47515.0,11,RENT,5000.0,MEDICAL,9.99,0.11,6.0,696,No,1
28.0,female,Bachelor,47912.0,6,RENT,5000.0,DEBTCONSOLIDATION,5.99,0.1,7.0,653,No,1
32.0,male,Bachelor,47725.0,9,RENT,5000.0,MEDICAL,14.09,0.1,10.0,604,No,1
28.0,female,Bachelor,44931.0,6,MORTGAGE,6000.0,HOMEIMPROVEMENT,12.53,0.13,9.0,657,No,1
31.0,female,Doctorate,50167.0,9,RENT,5000.0,EDUCATION,16.07,0.1,9.0,649,No,1
30.0,female,Associate,51100.0,7,RENT,5000.0,HOMEIMPROVEMENT,16.0,0.1,6.0,703,No,1
31.0,female,Master,51320.0,10,RENT,5000.0,EDUCATION,8.49,0.1,10.0,702,No,1
29.0,female,Master,51589.0,5,RENT,5000.0,HOMEIMPROVEMENT,14.96,0.1,9.0,719,No,1
30.0,female,Master,46338.0,7,MORTGAGE,12700.0,MEDICAL,17.27,0.27,5.0,612,No,1
28.0,male,Bachelor,53883.0,5,RENT,5000.0,HOMEIMPROVEMENT,12.99,0.09,5.0,615,No,1
27.0,male,Bachelor,65037.0,2,RENT,9000.0,MEDICAL,15.58,0.14,7.0,673,No,1
35.0,female,High School,65971.0,16,RENT,9000.0,MEDICAL,14.46,0.14,9.0,606,No,1
31.0,male,Associate,65852.0,10,RENT,9000.0,HOMEIMPROVEMENT,12.49,0.14,7.0,626,No,1
28.0,female,Associate,66951.0,8,RENT,9000.0,HOMEIMPROVEMENT,11.01,0.13,8.0,629,No,1
32.0,male,Master,68159.0,11,RENT,9000.0,MEDICAL,15.05,0.13,6.0,675,No,1
31.0,male,Master,67991.0,10,RENT,9000.0,EDUCATION,14.46,0.13,5.0,645,No,1
30.0,male,Master,46615.0,7,MORTGAGE,10000.0,EDUCATION,17.99,0.21,6.0,727,No,1
29.0,male,Associate,77983.0,7,RENT,9000.0,DEBTCONSOLIDATION,11.01,0.12,6.0,689,No,1
27.0,male,Bachelor,83946.0,3,RENT,9000.0,PERSONAL,16.77,0.11,6.0,594,No,1
27.0,male,Associate,46228.0,7,MORTGAGE,14000.0,MEDICAL,14.26,0.3,9.0,622,No,1
28.0,female,High School,81247.0,8,RENT,9000.0,MEDICAL,16.29,0.11,9.0,562,No,1
27.0,female,Bachelor,47037.0,4,MORTGAGE,12000.0,DEBTCONSOLIDATION,16.77,0.26,6.0,644,No,1
27.0,female,Bachelor,88943.0,5,RENT,9000.0,EDUCATION,9.63,0.1,7.0,698,No,1
30.0,male,Master,78426.0,7,RENT,9000.0,MEDICAL,16.0,0.11,5.0,692,No,1
27.0,male,Master,46839.0,4,MORTGAGE,6000.0,PERSONAL,10.99,0.13,10.0,671,No,1
33.0,female,High School,106022.0,12,RENT,9000.0,MEDICAL,14.65,0.08,7.0,536,No,1
28.0,male,Master,29376.0,1,RENT,8875.0,VENTURE,10.65,0.3,9.0,571,No,1
29.0,female,High School,35111.0,3,RENT,8800.0,DEBTCONSOLIDATION,10.0,0.25,10.0,629,No,1
27.0,female,Bachelor,54292.0,1,RENT,5000.0,VENTURE,16.89,0.09,10.0,582,No,1
32.0,male,High School,53838.0,5,RENT,5000.0,PERSONAL,20.0,0.09,10.0,652,No,1
27.0,male,Associate,53697.0,1,RENT,5000.0,HOMEIMPROVEMENT,16.35,0.09,6.0,679,No,1
31.0,male,Doctorate,47943.0,7,MORTGAGE,4000.0,DEBTCONSOLIDATION,16.77,0.08,9.0,570,No,1
35.0,female,Associate,53919.0,14,RENT,5000.0,PERSONAL,16.95,0.09,9.0,665,No,1
32.0,male,Associate,53839.0,9,RENT,5000.0,DEBTCONSOLIDATION,18.25,0.09,5.0,588,No,1
27.0,male,Associate,53728.0,2,RENT,5000.0,PERSONAL,13.79,0.09,8.0,555,No,1
30.0,male,Master,54901.0,10,RENT,5000.0,MEDICAL,12.73,0.09,8.0,611,No,1
27.0,male,Bachelor,55359.0,6,RENT,5000.0,EDUCATION,16.0,0.09,10.0,689,No,1
35.0,male,Doctorate,25251.0,11,RENT,8500.0,PERSONAL,13.57,0.34,10.0,724,No,1
35.0,female,Bachelor,25055.0,15,RENT,8500.0,EDUCATION,15.05,0.34,10.0,672,No,1
29.0,male,Master,27361.0,5,RENT,8500.0,DEBTCONSOLIDATION,14.11,0.31,7.0,546,No,1
27.0,female,Associate,28573.0,3,RENT,8500.0,VENTURE,11.01,0.3,7.0,620,No,1
33.0,female,Associate,30857.0,11,RENT,8500.0,DEBTCONSOLIDATION,13.43,0.28,6.0,557,No,1
28.0,male,High School,33441.0,6,RENT,8500.0,VENTURE,15.96,0.25,10.0,648,No,1
31.0,female,Associate,47396.0,8,MORTGAGE,2200.0,DEBTCONSOLIDATION,7.49,0.05,6.0,637,No,1
27.0,male,High School,47649.0,7,MORTGAGE,5000.0,HOMEIMPROVEMENT,18.79,0.1,6.0,620,No,1
28.0,male,Associate,38864.0,7,RENT,8500.0,MEDICAL,16.07,0.22,10.0,670,No,1
30.0,male,Master,47908.0,9,MORTGAGE,3000.0,HOMEIMPROVEMENT,13.99,0.06,10.0,658,No,1
29.0,female,High School,67038.0,7,RENT,8500.0,PERSONAL,16.29,0.13,8.0,504,No,1
32.0,male,Associate,40016.0,7,RENT,8475.0,HOMEIMPROVEMENT,11.01,0.21,6.0,656,No,1
28.0,female,High School,47740.0,3,MORTGAGE,3375.0,MEDICAL,14.83,0.07,8.0,624,No,1
31.0,female,Associate,59650.0,5,RENT,5000.0,DEBTCONSOLIDATION,16.4,0.08,5.0,686,No,1
30.0,female,Bachelor,59828.0,7,RENT,5000.0,EDUCATION,10.74,0.08,10.0,645,No,1
30.0,female,Bachelor,59818.0,6,RENT,5000.0,HOMEIMPROVEMENT,15.31,0.08,10.0,603,No,1
33.0,female,Associate,62018.0,11,RENT,5000.0,MEDICAL,14.96,0.08,9.0,605,No,1
28.0,female,Associate,63259.0,7,RENT,5000.0,HOMEIMPROVEMENT,11.36,0.08,7.0,697,No,1
27.0,female,Associate,65827.0,1,RENT,5000.0,DEBTCONSOLIDATION,11.99,0.08,10.0,679,No,1
31.0,female,High School,47801.0,8,MORTGAGE,22000.0,EDUCATION,11.36,0.46,5.0,680,No,1
27.0,male,Associate,65927.0,4,RENT,5000.0,DEBTCONSOLIDATION,13.17,0.08,8.0,654,No,1
30.0,female,Associate,65645.0,10,RENT,5000.0,VENTURE,15.13,0.08,9.0,584,No,1
28.0,female,Associate,71929.0,4,RENT,5000.0,DEBTCONSOLIDATION,15.23,0.07,6.0,671,No,1
27.0,male,Master,73008.0,5,RENT,5000.0,PERSONAL,14.54,0.07,10.0,589,No,1
29.0,male,Master,47768.0,8,MORTGAGE,10000.0,PERSONAL,11.01,0.21,5.0,687,No,1
27.0,female,Associate,72976.0,6,RENT,5000.0,HOMEIMPROVEMENT,15.21,0.07,9.0,599,No,1
29.0,male,Bachelor,73054.0,11,RENT,5000.0,MEDICAL,14.22,0.07,9.0,692,No,1
30.0,female,High School,77228.0,7,RENT,5000.0,PERSONAL,10.39,0.06,8.0,662,No,1
31.0,male,High School,48195.0,6,MORTGAGE,12000.0,HOMEIMPROVEMENT,13.3,0.25,7.0,560,No,1
32.0,female,Bachelor,47813.0,8,MORTGAGE,2800.0,HOMEIMPROVEMENT,12.17,0.06,6.0,666,No,1
28.0,female,Doctorate,89523.0,7,RENT,5000.0,DEBTCONSOLIDATION,15.21,0.06,8.0,707,No,1
32.0,male,High School,79483.0,12,RENT,5000.0,MEDICAL,11.28,0.06,9.0,654,No,1
29.0,female,Bachelor,81475.0,7,RENT,5000.0,MEDICAL,7.51,0.06,10.0,613,No,1
30.0,male,High School,48790.0,6,MORTGAGE,15000.0,EDUCATION,7.49,0.31,5.0,640,No,1
27.0,female,Master,48640.0,7,MORTGAGE,2500.0,VENTURE,20.0,0.05,8.0,568,No,1
30.0,male,Associate,48639.0,5,MORTGAGE,14500.0,DEBTCONSOLIDATION,10.75,0.3,7.0,710,No,1
28.0,male,High School,48947.0,6,MORTGAGE,10000.0,EDUCATION,8.49,0.2,8.0,566,No,1
35.0,female,Associate,114911.0,15,RENT,5000.0,HOMEIMPROVEMENT,14.42,0.04,6.0,658,No,1
31.0,male,High School,49088.0,8,MORTGAGE,9500.0,DEBTCONSOLIDATION,16.77,0.19,10.0,635,No,1
29.0,male,High School,19845.0,8,RENT,5275.0,PERSONAL,14.72,0.27,8.0,660,No,1
28.0,male,Associate,19179.0,10,RENT,5375.0,PERSONAL,9.91,0.28,5.0,651,No,1
29.0,male,Doctorate,22369.0,7,RENT,5375.0,HOMEIMPROVEMENT,12.69,0.24,9.0,499,No,1
29.0,male,Master,49278.0,6,OTHER,15000.0,DEBTCONSOLIDATION,16.63,0.3,10.0,537,No,1
29.0,female,Bachelor,53639.0,5,RENT,5400.0,PERSONAL,16.0,0.1,8.0,672,No,1
27.0,male,Associate,93737.0,4,RENT,5425.0,DEBTCONSOLIDATION,10.59,0.06,9.0,609,No,1
30.0,female,High School,49481.0,9,MORTGAGE,4800.0,HOMEIMPROVEMENT,14.65,0.1,10.0,629,No,1
27.0,female,Associate,18996.0,5,RENT,5500.0,VENTURE,5.99,0.29,8.0,627,No,1
34.0,male,Master,23874.0,12,RENT,5500.0,PERSONAL,15.23,0.23,8.0,661,No,1
27.0,male,Associate,49696.0,7,MORTGAGE,2000.0,DEBTCONSOLIDATION,7.29,0.04,5.0,619,No,1
31.0,female,Associate,37087.0,6,RENT,5500.0,HOMEIMPROVEMENT,15.21,0.15,7.0,661,No,1
29.0,female,High School,50488.0,5,MORTGAGE,3800.0,MEDICAL,7.51,0.08,9.0,526,No,1
28.0,female,Master,56760.0,8,RENT,5500.0,MEDICAL,11.11,0.1,10.0,737,No,1
27.0,male,Master,61165.0,4,RENT,5500.0,HOMEIMPROVEMENT,12.73,0.09,7.0,530,No,1
31.0,female,Master,50339.0,7,MORTGAGE,3200.0,MEDICAL,13.16,0.06,6.0,544,No,1
32.0,male,Associate,14686.0,7,RENT,5600.0,PERSONAL,13.48,0.38,10.0,666,No,1
29.0,male,Master,15309.0,7,RENT,5600.0,PERSONAL,12.18,0.37,10.0,655,No,1
28.0,male,Associate,36889.0,7,RENT,5600.0,DEBTCONSOLIDATION,14.84,0.15,10.0,505,No,1
27.0,female,High School,42212.0,3,RENT,5600.0,DEBTCONSOLIDATION,15.96,0.13,10.0,653,No,1
33.0,male,High School,44247.0,8,RENT,5600.0,PERSONAL,11.99,0.13,7.0,665,No,1
28.0,male,Master,51395.0,10,MORTGAGE,7600.0,DEBTCONSOLIDATION,16.29,0.15,7.0,700,No,1
31.0,male,Associate,132284.0,5,RENT,5600.0,DEBTCONSOLIDATION,11.01,0.04,10.0,620,No,1
29.0,female,Associate,40027.0,7,RENT,5800.0,HOMEIMPROVEMENT,5.79,0.14,5.0,667,No,1
30.0,male,Master,51540.0,10,MORTGAGE,4500.0,MEDICAL,7.49,0.09,7.0,691,No,1
34.0,female,Associate,83653.0,9,RENT,5800.0,VENTURE,14.59,0.07,5.0,532,No,1
29.0,male,Bachelor,51431.0,7,MORTGAGE,6000.0,PERSONAL,11.49,0.12,9.0,693,No,1
31.0,female,Master,75437.0,3,RENT,5800.0,MEDICAL,14.11,0.08,10.0,665,No,1
29.0,male,Bachelor,51442.0,5,MORTGAGE,5500.0,EDUCATION,7.66,0.11,10.0,611,No,1
35.0,male,High School,51583.0,11,MORTGAGE,5000.0,EDUCATION,14.17,0.1,8.0,629,No,1
27.0,female,Associate,22220.0,4,RENT,6000.0,DEBTCONSOLIDATION,7.49,0.27,5.0,605,No,1
34.0,male,Doctorate,22897.0,10,RENT,6000.0,VENTURE,11.01,0.26,7.0,630,No,1
28.0,female,Bachelor,51420.0,6,MORTGAGE,4000.0,MEDICAL,9.25,0.08,10.0,625,No,1
27.0,female,Bachelor,23774.0,7,RENT,6000.0,MEDICAL,16.49,0.25,8.0,694,No,1
33.0,female,Bachelor,23663.0,6,RENT,6000.0,PERSONAL,10.65,0.25,6.0,618,No,1
29.0,male,Bachelor,51517.0,5,MORTGAGE,1200.0,HOMEIMPROVEMENT,12.98,0.02,10.0,569,No,1
27.0,female,Bachelor,26855.0,4,RENT,6000.0,HOMEIMPROVEMENT,18.07,0.22,7.0,690,No,1
27.0,male,Master,51141.0,3,MORTGAGE,2850.0,PERSONAL,13.48,0.06,7.0,694,No,1
32.0,male,High School,31270.0,14,RENT,6000.0,MEDICAL,16.49,0.19,5.0,600,No,1
35.0,male,Bachelor,32639.0,13,RENT,6000.0,DEBTCONSOLIDATION,16.29,0.18,8.0,662,No,1
29.0,female,Master,32921.0,8,RENT,6000.0,HOMEIMPROVEMENT,14.84,0.18,7.0,642,No,1
31.0,female,Associate,33576.0,7,RENT,6000.0,HOMEIMPROVEMENT,8.94,0.18,6.0,679,No,1
33.0,female,Master,33808.0,11,RENT,6000.0,DEBTCONSOLIDATION,13.49,0.18,8.0,603,No,1
29.0,female,Bachelor,37031.0,8,RENT,6000.0,HOMEIMPROVEMENT,17.99,0.16,7.0,618,No,1
28.0,male,Bachelor,37071.0,5,RENT,6000.0,MEDICAL,10.37,0.16,6.0,642,No,1
28.0,male,Doctorate,37058.0,4,RENT,6000.0,DEBTCONSOLIDATION,11.49,0.16,9.0,661,No,1
31.0,female,Bachelor,51428.0,3,MORTGAGE,21000.0,EDUCATION,12.36,0.41,7.0,617,No,1
32.0,male,Bachelor,36952.0,10,RENT,6000.0,VENTURE,12.61,0.16,5.0,630,No,1
27.0,female,Master,51287.0,5,MORTGAGE,10000.0,MEDICAL,16.49,0.19,6.0,660,No,1
29.0,female,Associate,38411.0,6,RENT,6000.0,PERSONAL,11.46,0.16,10.0,642,No,1
27.0,female,High School,38834.0,7,RENT,6000.0,EDUCATION,12.84,0.15,9.0,617,No,1
27.0,male,High School,41147.0,1,RENT,6000.0,PERSONAL,14.91,0.15,5.0,664,No,1
29.0,male,Bachelor,41576.0,8,RENT,6000.0,VENTURE,14.91,0.14,6.0,625,No,1
27.0,male,Bachelor,41826.0,6,RENT,6000.0,DEBTCONSOLIDATION,15.31,0.14,5.0,660,No,1
29.0,male,Associate,35450.0,3,RENT,6000.0,MEDICAL,8.49,0.17,8.0,609,No,1
30.0,female,Master,35885.0,7,RENT,6000.0,PERSONAL,15.58,0.17,8.0,578,No,1
35.0,female,Associate,52761.0,12,MORTGAGE,13200.0,DEBTCONSOLIDATION,16.77,0.25,9.0,605,No,1
31.0,female,Associate,35578.0,7,RENT,6000.0,HOMEIMPROVEMENT,10.75,0.17,8.0,674,No,1
33.0,female,Associate,36821.0,9,RENT,6000.0,VENTURE,19.42,0.16,10.0,544,No,1
27.0,male,Associate,38493.0,5,RENT,6000.0,PERSONAL,6.62,0.16,10.0,567,No,1
29.0,male,High School,39074.0,8,RENT,6000.0,HOMEIMPROVEMENT,15.7,0.15,9.0,554,No,1
30.0,female,Bachelor,53485.0,7,MORTGAGE,6000.0,PERSONAL,12.21,0.11,7.0,641,No,1
35.0,female,High School,53638.0,11,MORTGAGE,15000.0,MEDICAL,7.51,0.28,6.0,642,No,1
30.0,male,Associate,53624.0,8,MORTGAGE,13200.0,DEBTCONSOLIDATION,16.29,0.25,9.0,621,No,1
33.0,male,Master,43132.0,8,RENT,6000.0,PERSONAL,13.72,0.14,8.0,591,No,1
33.0,female,Master,43350.0,14,RENT,6000.0,VENTURE,13.49,0.14,5.0,730,No,1
34.0,female,Associate,44083.0,10,RENT,6000.0,VENTURE,11.01,0.14,10.0,632,No,1
32.0,female,Bachelor,43858.0,8,RENT,6000.0,MEDICAL,16.07,0.14,10.0,633,No,1
35.0,male,Associate,45418.0,11,RENT,6000.0,PERSONAL,9.99,0.13,7.0,674,No,1
29.0,male,High School,47989.0,8,RENT,6000.0,PERSONAL,12.69,0.13,5.0,652,No,1
27.0,male,High School,47863.0,5,RENT,6000.0,VENTURE,14.61,0.13,7.0,638,No,1
30.0,female,Bachelor,51506.0,7,RENT,6000.0,MEDICAL,14.46,0.12,5.0,669,No,1
33.0,male,Bachelor,53716.0,10,MORTGAGE,7000.0,EDUCATION,12.99,0.13,8.0,695,No,1
29.0,male,Bachelor,52715.0,5,RENT,6000.0,VENTURE,15.96,0.11,5.0,677,No,1
34.0,female,High School,53626.0,9,RENT,6000.0,PERSONAL,16.45,0.11,10.0,568,No,1
33.0,male,Bachelor,53590.0,12,RENT,6000.0,DEBTCONSOLIDATION,14.96,0.11,8.0,706,No,1
27.0,female,Associate,54338.0,6,RENT,6000.0,PERSONAL,17.19,0.11,5.0,680,No,1
29.0,female,High School,55257.0,6,RENT,6000.0,HOMEIMPROVEMENT,5.79,0.11,10.0,614,No,1
29.0,female,High School,57311.0,6,RENT,6000.0,EDUCATION,17.49,0.1,7.0,609,No,1
29.0,male,High School,59802.0,6,RENT,6000.0,PERSONAL,13.99,0.1,6.0,660,No,1
31.0,male,High School,59620.0,9,RENT,6000.0,HOMEIMPROVEMENT,10.59,0.1,9.0,568,No,1
34.0,female,Associate,54022.0,13,MORTGAGE,4500.0,DEBTCONSOLIDATION,12.98,0.08,6.0,613,No,1
27.0,male,High School,53972.0,6,MORTGAGE,24000.0,DEBTCONSOLIDATION,8.88,0.44,9.0,633,No,1
34.0,male,Master,54039.0,12,MORTGAGE,4000.0,MEDICAL,15.95,0.07,9.0,614,No,1
32.0,male,Associate,65756.0,5,RENT,6000.0,HOMEIMPROVEMENT,15.95,0.09,7.0,540,No,1
27.0,male,Bachelor,53886.0,5,MORTGAGE,6000.0,EDUCATION,13.23,0.11,8.0,627,No,1
32.0,male,Master,28432.0,11,RENT,7125.0,VENTURE,15.28,0.25,5.0,690,No,1
27.0,male,Bachelor,24736.0,5,RENT,7025.0,PERSONAL,5.42,0.28,9.0,538,No,1
31.0,male,Bachelor,16604.0,5,RENT,7000.0,HOMEIMPROVEMENT,9.62,0.42,9.0,686,No,1
29.0,female,Bachelor,18522.0,11,RENT,7000.0,PERSONAL,12.84,0.38,5.0,702,No,1
30.0,male,Bachelor,18525.0,7,RENT,7000.0,DEBTCONSOLIDATION,6.76,0.38,5.0,654,No,1
27.0,female,High School,19069.0,5,RENT,7000.0,HOMEIMPROVEMENT,12.21,0.37,10.0,584,No,1
29.0,male,High School,22851.0,6,RENT,7000.0,VENTURE,10.99,0.31,5.0,613,No,1
27.0,female,Bachelor,25200.0,0,RENT,7000.0,MEDICAL,11.01,0.28,5.0,509,No,1
33.0,female,High School,25115.0,10,RENT,7000.0,DEBTCONSOLIDATION,9.45,0.28,8.0,608,No,1
29.0,female,Associate,25913.0,5,RENT,7000.0,MEDICAL,13.72,0.27,10.0,524,No,1
27.0,male,Master,28867.0,4,RENT,7000.0,EDUCATION,15.7,0.24,5.0,565,No,1
31.0,male,Associate,69787.0,8,RENT,6000.0,EDUCATION,11.01,0.09,8.0,605,No,1
29.0,male,Master,53452.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,14.74,0.19,5.0,621,No,1
31.0,female,Master,54083.0,11,MORTGAGE,12000.0,EDUCATION,12.53,0.22,6.0,607,No,1
33.0,male,High School,53709.0,13,MORTGAGE,4500.0,DEBTCONSOLIDATION,14.74,0.08,10.0,644,No,1
31.0,female,Bachelor,80064.0,10,RENT,6000.0,DEBTCONSOLIDATION,14.35,0.07,5.0,664,No,1
27.0,male,High School,80084.0,6,RENT,6000.0,DEBTCONSOLIDATION,11.01,0.07,8.0,631,No,1
31.0,female,Bachelor,72998.0,5,RENT,6000.0,MEDICAL,11.71,0.08,6.0,562,No,1
29.0,male,Bachelor,74785.0,7,RENT,6000.0,MEDICAL,16.95,0.08,9.0,615,No,1
35.0,female,Master,53614.0,12,MORTGAGE,10000.0,MEDICAL,11.36,0.19,7.0,681,No,1
31.0,female,Bachelor,95792.0,11,RENT,6000.0,HOMEIMPROVEMENT,7.51,0.06,5.0,665,No,1
28.0,female,Bachelor,54403.0,6,MORTGAGE,2600.0,PERSONAL,7.14,0.05,6.0,681,No,1
32.0,male,High School,54082.0,5,MORTGAGE,15000.0,EDUCATION,8.9,0.28,5.0,620,No,1
27.0,male,Bachelor,54129.0,5,MORTGAGE,4000.0,VENTURE,13.99,0.07,7.0,664,No,1
33.0,female,High School,54217.0,8,MORTGAGE,2000.0,MEDICAL,14.22,0.04,6.0,652,No,1
32.0,male,Associate,15301.0,9,RENT,6075.0,DEBTCONSOLIDATION,12.42,0.4,8.0,661,No,1
31.0,male,Associate,54869.0,9,MORTGAGE,5000.0,DEBTCONSOLIDATION,10.95,0.09,10.0,637,No,1
32.0,male,Bachelor,130347.0,9,RENT,6125.0,PERSONAL,5.99,0.05,5.0,701,No,1
