Program Year,CE ID,CE Name,ESC Region,Review ID,Review Date,Finding Area,Question Number,"Question
(For more details, USDA provides information on the forms referenced in this column on their Website.)"
2015 - 2016,04321,UT Tyler University Academy,7,18225,02/08/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,04321,UT Tyler University Academy,7,18225,02/08/2016,100 - Certification and Benefit Issuance,138,"Did the SFA update the benefit issuance document(s) accurately and in a timely manner, including those students that are new, transferred, or withdrawn?  If NO, explain.  Record errors on the Eligibility Certification and Benefit Issuance Error Worksheet (SFA-1)."
2015 - 2016,00260,"A PLUS CHARTER SCHOOLS, Inc. DBA A + ACADEMY",10,13698,02/09/2016,500 - Offer versus Serve,502,"Is there signage explaining what constitutes a reimbursable meal to students including the requirement to select at least 1/2 cup fruit or vegetable?  If NO, explain and list the technical assistance provided."
2015 - 2016,00026,BELLVILLE ISD,6,18203,02/09/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00809,CAMERON ISD,6,18208,02/09/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00809,CAMERON ISD,6,18208,02/09/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,00425,COLLINSVILLE ISD,10,13860,02/09/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00425,COLLINSVILLE ISD,10,13860,02/09/2016,800 - Civil Rights,810,Do appropriate Program materials use the non-discrimination statement?
2015 - 2016,00851,CORSICANA ISD,12,14272,02/09/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00851,CORSICANA ISD,12,14272,02/09/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00238,CROSBYTON ISD,17,13677,02/09/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00852,DAWSON ISD,12,14273,02/09/2016,700 - Resource Management (2016),714,Did the SFA generate at least as great a share of total revenue from nonprogram foods as nonprogram foods contributed to total food costs?
2015 - 2016,01126,EAST BERNARD ISD,3,14535,02/09/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01126,EAST BERNARD ISD,3,14535,02/09/2016,Additional Review Questions,7,"Is the CE conducting a contract performance administration for the return of discounts, rebates and credits for purchased foods, as well as the return of the value of USDA Foods to the nonprofit food service account?"
2015 - 2016,00810,GAUSE ISD,6,18209,02/09/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,00810,GAUSE ISD,6,18209,02/09/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00810,GAUSE ISD,6,18209,02/09/2016,1400 - Food Safety,1405,"Was the SFA's written food safety plan implemented?   If NO, explain."
2015 - 2016,00810,GAUSE ISD,6,18209,02/09/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,01088,HARMONY ISD,7,14500,02/09/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,01088,HARMONY ISD,7,14500,02/09/2016,400 - Meal Components and Quantities - Breakfast,403,a. Was fluid milk available in at least the two required varieties throughout the serving period on all meal service lines?
2015 - 2016,00067,JUBILEE ACADEMIES,20,13512,02/09/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00067,JUBILEE ACADEMIES,20,13512,02/09/2016,200 - Verification,209,Based on the review of verified applications:
2015 - 2016,00067,JUBILEE ACADEMIES,20,13512,02/09/2016,300 - Meal Counting and Claiming - Breakfast,318,"At the selected school(s), does each type of meal service line as observed on the day of review provide an accurate count by eligibility category at the point of service (or approved alternate)?"
2015 - 2016,01180,NEWCASTLE ISD,9,14588,02/09/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01180,NEWCASTLE ISD,9,14588,02/09/2016,300 - Meal Counting and Claiming - Breakfast,322,"a. Were there any days when the free, reduced price or paid meal counts exceeded the number of free, reduced price, or paid eligible students?"
2015 - 2016,01180,NEWCASTLE ISD,9,14588,02/09/2016,400 - Meal Components and Quantities - Breakfast,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,01657,NEWMAN INTERNATIONAL SCHOOL OF ARLINGTON,11,14735,02/09/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,01657,NEWMAN INTERNATIONAL SCHOOL OF ARLINGTON,11,14735,02/09/2016,700 - Resource Management (2016),713,Did the SFA use the USDA Nonprogram Food Revenue Tool or a USDA-approved alternative method to assess its compliance with the revenue from nonprogram food requirements [7 CFR 210.14(f)]?
2015 - 2016,01657,NEWMAN INTERNATIONAL SCHOOL OF ARLINGTON,11,14735,02/09/2016,800 - Civil Rights,801,Does the School Food Authority have a Public Release?
2015 - 2016,01657,NEWMAN INTERNATIONAL SCHOOL OF ARLINGTON,11,14735,02/09/2016,900 - SFA On Site Monitoring,900,"How does the SFA ensure that all schools are meeting program requirements? For example, how and when is monitoring conducted?"
2015 - 2016,00085,NORTH EAST ISD,20,13529,02/09/2016,100 - Certification and Benefit Issuance,105,How long does the application's approval take from the date the SFA receives the application from the household?
2015 - 2016,00085,NORTH EAST ISD,20,13529,02/09/2016,1400 - Food Safety,1404,"Is the most recent food safety inspection report posted in a publicly visible location?  If NO, explain."
2015 - 2016,00329,NUECES CANYON CONS ISD,15,13767,02/09/2016,1400 - Food Safety,1400,"a. Does the written food safety plan contain the required elements?  If NO, identify which elements are missing."
2015 - 2016,00329,NUECES CANYON CONS ISD,15,13767,02/09/2016,400 - Meal Components and Quantities - Breakfast,403,a. Was fluid milk available in at least the two required varieties throughout the serving period on all meal service lines?
2015 - 2016,00329,NUECES CANYON CONS ISD,15,13767,02/09/2016,500 - Offer versus Serve,502,"Is there signage explaining what constitutes a reimbursable meal to students including the requirement to select at least 1/2 cup fruit or vegetable?  If NO, explain and list the technical assistance provided."
2015 - 2016,00005,PALESTINE ISD,7,18212,02/09/2016,100 - Certification and Benefit Issuance,133,"Were all direct certifications (SNAP, TANF, FDPIR, foster, homeless, runaway, migrant, Head Start and/or Even Start) correctly certified?  If NO, explain.  Record errors on the Certification and Benefit Issuance Error Worksheet, SFA-1."
2015 - 2016,00005,PALESTINE ISD,7,18212,02/09/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,00005,PALESTINE ISD,7,18212,02/09/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01084,BIG SANDY ISD-BIG SANDY,7,14496,02/10/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01084,BIG SANDY ISD-BIG SANDY,7,14496,02/10/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,01084,BIG SANDY ISD-BIG SANDY,7,14496,02/10/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,01084,BIG SANDY ISD-BIG SANDY,7,14496,02/10/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,01084,BIG SANDY ISD-BIG SANDY,7,14496,02/10/2016,Resource Mgt Comprehensive Review (2016),15,"Were breakfasts and lunches served to teachers, administrators, custodians and other adults priced so that the adult payment in combination with any per-lunch revenues from other sources designated specifically for the support of adult meals (such as State or local fringe benefit or payroll funds, or funding from voluntary agencies) was sufficient to cover the overall cost of the lunch?"
2015 - 2016,01166,BRIDGEPORT ISD,11,18266,02/10/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,01166,BRIDGEPORT ISD,11,18266,02/10/2016,400 - Meal Components and Quantities - Breakfast,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,00726,DIME BOX ISD,13,14147,02/10/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00278,DUNCANVILLE ISD,10,13716,02/10/2016,400 - Meal Components and Quantities - Breakfast,403,a. Was fluid milk available in at least the two required varieties throughout the serving period on all meal service lines?
2015 - 2016,00278,DUNCANVILLE ISD,10,13716,02/10/2016,Additional Review Questions,6.,Does the CE have an exclusive beverage contract?
2015 - 2016,00299,KRUM ISD,11,13737,02/10/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00299,KRUM ISD,11,13737,02/10/2016,1000 - Local School Wellness Policy,1007,"For each Off-Site Assessment Tool question (Questions 1000-1006), do the responses provided demonstrate compliance with FNS requirements?  If NO, explain."
2015 - 2016,00299,KRUM ISD,11,13737,02/10/2016,1100 - Smart Snacks in School,1105.,"a. Review 10% of the food and beverages sold during the review month. Do foods and beverages sold to students during the school day (defined as 12am on a day of instruction to 30 minutes after the end of the official school day), including a la carte foods and beverages sold during meal services, meet Smart Snack standards? (Includes food items sold during non-exempt fundraisers)  If NO, explain."
2015 - 2016,00299,KRUM ISD,11,13737,02/10/2016,1400 - Food Safety,1404,"Is the most recent food safety inspection report posted in a publicly visible location?  If NO, explain."
2015 - 2016,00299,KRUM ISD,11,13737,02/10/2016,1400 - Food Safety,1407,"Were on-site (or Off-site, if observed) storage violations observed?  If YES, explain."
2015 - 2016,00299,KRUM ISD,11,13737,02/10/2016,400 - Meal Components and Quantities - Breakfast,401,Did all meals observed for the day of review counted for reimbursement contain all of the required meal components?
2015 - 2016,00299,KRUM ISD,11,13737,02/10/2016,400 - Meal Components and Quantities - Lunch,401,Did all meals observed for the day of review counted for reimbursement contain all of the required meal components?
2015 - 2016,00299,KRUM ISD,11,13737,02/10/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00299,KRUM ISD,11,13737,02/10/2016,500 - Offer versus Serve,502,"Is there signage explaining what constitutes a reimbursable meal to students including the requirement to select at least 1/2 cup fruit or vegetable?  If NO, explain and list the technical assistance provided."
2015 - 2016,00299,KRUM ISD,11,13737,02/10/2016,500 - Offer versus Serve,500,Is Offer vs. Serve being implemented properly by the reviewed school?
2015 - 2016,00282,LANCASTER ISD,10,13720,02/10/2016,1700 - Afterschool Snack,1704,a. Are snacks being properly counted and claimed?
2015 - 2016,00282,LANCASTER ISD,10,13720,02/10/2016,1700 - Afterschool Snack,1706,Review production records for a minimum of 5 days from the review period.
2015 - 2016,00282,LANCASTER ISD,10,13720,02/10/2016,1700 - Afterschool Snack,1704,a. Are snacks being properly counted and claimed?
2015 - 2016,00282,LANCASTER ISD,10,13720,02/10/2016,1700 - Afterschool Snack,1707,a. Has the program been monitored within the first 4 weeks of operation each year?
2015 - 2016,00282,LANCASTER ISD,10,13720,02/10/2016,1700 - Afterschool Snack,1707,a. Has the program been monitored within the first 4 weeks of operation each year?
2015 - 2016,00282,LANCASTER ISD,10,13720,02/10/2016,200 - Verification,202,Who serves as the confirming official?   (Name and/or position title or software used is acceptable)
2015 - 2016,00282,LANCASTER ISD,10,13720,02/10/2016,700 - Resource Management (2015),704,"Did the SFA have year-end expenses in excess of revenues, requiring a general fund transfer to cover the balance?"
2015 - 2016,00282,LANCASTER ISD,10,13720,02/10/2016,700 - Resource Management (2015),711,Was the SFA’s proportion of total revenue from the sale of nonprogram foods to the total revenue of the school food service account equal to or greater than the proportion of total food costs associated with obtaining nonprogram foods to the total costs associated with obtaining program and nonprogram foods from the account?
2015 - 2016,00282,LANCASTER ISD,10,13720,02/10/2016,700 - Resource Management (2015),712,Were indirect costs charged to the SFA’s nonprofit school food service account?
2015 - 2016,00928,LEAKEY ISD,20,14347,02/10/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00928,LEAKEY ISD,20,14347,02/10/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,00928,LEAKEY ISD,20,14347,02/10/2016,200 - Verification,209,Based on the review of verified applications:
2015 - 2016,00928,LEAKEY ISD,20,14347,02/10/2016,400 - Meal Components and Quantities - Breakfast,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,00928,LEAKEY ISD,20,14347,02/10/2016,400 - Meal Components and Quantities - Lunch,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,00928,LEAKEY ISD,20,14347,02/10/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00302,SANGER ISD,11,13740,02/10/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,100 - Certification and Benefit Issuance,138,"Did the SFA update the benefit issuance document(s) accurately and in a timely manner, including those students that are new, transferred, or withdrawn?  If NO, explain.  Record errors on the Eligibility Certification and Benefit Issuance Error Worksheet (SFA-1)."
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,1400 - Food Safety,1402,Is a copy of the written food safety plan available?
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,300 - Meal Counting and Claiming,,
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,300 - Meal Counting and Claiming - Breakfast,320,Are meal count totals by category combined and recorded correctly?
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,300 - Meal Counting and Claiming - Breakfast,325,"a. For the review period, complete S-1, 19."
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,400 - Meal Components and Quantities - Breakfast,411,a. Do planned menu quantities meet meal pattern requirements for the review period?
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,400 - Meal Components and Quantities - Lunch,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,700 - Resource Management (2016),700,"Is the SFA’s enrollment 40,000 students or more?"
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,800 - Civil Rights,803,"What is the SFA’s procedure for receiving and processing complaints alleging discrimination within FNS School Meal Programs?   If procedures are written, provide a copy."
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,800 - Civil Rights,806,"When was the SFA’s most recent civil rights training for staff who interact with program applicants or participants (i.e., cafeteria staff, F/R application approval staff) and their supervisors?    Provide supporting documentation for the responses."
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,800 - Civil Rights,801,Does the School Food Authority have a Public Release?
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,800 - Civil Rights,,
2015 - 2016,00027,SEALY ISD,6,18204,02/10/2016,Additional Review Questions,5.,Is the CE purchasing items as awarded?
2015 - 2016,00790,WEST ISD,12,14211,02/10/2016,400 - Meal Components and Quantities - Lunch,401,Did all meals observed for the day of review counted for reimbursement contain all of the required meal components?
2015 - 2016,00790,WEST ISD,12,14211,02/10/2016,700 - Resource Management (2016),714,Did the SFA generate at least as great a share of total revenue from nonprogram foods as nonprogram foods contributed to total food costs?
2015 - 2016,01128,WHARTON ISD,3,18182,02/10/2016,Additional Review Questions,7,"Is the CE conducting a contract performance administration for the return of discounts, rebates and credits for purchased foods, as well as the return of the value of USDA Foods to the nonprofit food service account?"
2015 - 2016,01720,JESUIT CRISTO REY HIGH SCHOOL,4,14747,02/11/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01720,JESUIT CRISTO REY HIGH SCHOOL,4,14747,02/11/2016,100 - Certification and Benefit Issuance,105,How long does the application's approval take from the date the SFA receives the application from the household?
2015 - 2016,01720,JESUIT CRISTO REY HIGH SCHOOL,4,14747,02/11/2016,1400 - Food Safety,1404,"Is the most recent food safety inspection report posted in a publicly visible location?  If NO, explain."
2015 - 2016,01720,JESUIT CRISTO REY HIGH SCHOOL,4,14747,02/11/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,01720,JESUIT CRISTO REY HIGH SCHOOL,4,14747,02/11/2016,800 - Civil Rights,801,Does the School Food Authority have a Public Release?
2015 - 2016,01720,JESUIT CRISTO REY HIGH SCHOOL,4,14747,02/11/2016,Additional Review Questions,1,Were funds expensed on something that would improve the Direct Certification process?
2015 - 2016,00558,LA POYNOR ISD,7,13981,02/11/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01144,LYFORD ISD,1,14766,02/11/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,01144,LYFORD ISD,1,14766,02/11/2016,300 - Meal Counting and Claiming - Breakfast,320,Are meal count totals by category combined and recorded correctly?
2015 - 2016,01144,LYFORD ISD,1,14766,02/11/2016,300 - Meal Counting and Claiming - Lunch,318,"At the selected school(s), does each type of meal service line as observed on the day of review provide an accurate count by eligibility category at the point of service (or approved alternate)?"
2015 - 2016,01144,LYFORD ISD,1,14766,02/11/2016,400 - Meal Components and Quantities - Breakfast,403,a. Was fluid milk available in at least the two required varieties throughout the serving period on all meal service lines?
2015 - 2016,01144,LYFORD ISD,1,14766,02/11/2016,400 - Meal Components and Quantities - Breakfast,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,01144,LYFORD ISD,1,14766,02/11/2016,400 - Meal Components and Quantities - Lunch,400,a. Were all required meal components available on every reimbursable meal service line to all participating students prior to the beginning of meal service?
2015 - 2016,01144,LYFORD ISD,1,14766,02/11/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,01144,LYFORD ISD,1,14766,02/11/2016,500 - Offer versus Serve,500,Is Offer vs. Serve being implemented properly by the reviewed school?
2015 - 2016,01144,LYFORD ISD,1,14766,02/11/2016,700 - Resource Management (2015),710,Did the SFA use the USDA Nonprogram Food Revenue Tool or a USDA-approved alternative method to calculate its nonprogram food costs and nonprogram food revenues?
2015 - 2016,01144,LYFORD ISD,1,14766,02/11/2016,700 - Resource Management (2015),706,Did the SFA complete a process to ensure its compliance with the net cash resources limitation to a level at or below three months’ average expenses? This process could include a current SA Approved Plan to address resources that exceed the net cash resource limitation.
2015 - 2016,01144,LYFORD ISD,1,14766,02/11/2016,SFAs Contracting with FSMCs Review Form,8,"Does the SFA conduct periodic on-site visits to ensure the food service operation is in conformance with the SFA’s agreement under the Program? If NO, explain."
2015 - 2016,00030,MEDINA ISD,20,13478,02/11/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00030,MEDINA ISD,20,13478,02/11/2016,300 - Meal Counting and Claiming - Breakfast,325,"a. For the review period, complete S-1, 19."
2015 - 2016,00030,MEDINA ISD,20,13478,02/11/2016,300 - Meal Counting and Claiming - Lunch,325,"a. For the review period, complete S-1, 19."
2015 - 2016,00030,MEDINA ISD,20,13478,02/11/2016,400 - Meal Components and Quantities - Lunch,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,00030,MEDINA ISD,20,13478,02/11/2016,Additional Review Questions,2,Were the funds accounted for separately from their regular CN funds?
2015 - 2016,00855,MILDRED ISD,12,14276,02/11/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00855,MILDRED ISD,12,14276,02/11/2016,200 - Verification,212,"Did the SFA meet the follow-up requirements if the household failed to respond to the request for verification?  If NO, explain"
2015 - 2016,00855,MILDRED ISD,12,14276,02/11/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00616,SIERRA BLANCA ISD,19,14039,02/11/2016,1400 - Food Safety,1403,"a. In the comments section, list the dates of the two (2) most recent food safety inspections."
2015 - 2016,00616,SIERRA BLANCA ISD,19,14039,02/11/2016,300 - Meal Counting and Claiming,316,All Schools for the Review Period
2015 - 2016,00616,SIERRA BLANCA ISD,19,14039,02/11/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00006,WESTWOOD ISD,7,18213,02/11/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00006,WESTWOOD ISD,7,18213,02/11/2016,100 - Certification and Benefit Issuance,127,"Are the correct income eligibility guidelines used to certify applications?  If NO, explain."
2015 - 2016,00006,WESTWOOD ISD,7,18213,02/11/2016,1400 - Food Safety,1402,Is a copy of the written food safety plan available?
2015 - 2016,00006,WESTWOOD ISD,7,18213,02/11/2016,400 - Meal Components and Quantities - Lunch,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,00006,WESTWOOD ISD,7,18213,02/11/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00019,WINDTHORST ISD,9,18231,02/11/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00019,WINDTHORST ISD,9,18231,02/11/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00255,A.W. Brown Leadership Academy,10,13694,02/12/2016,300 - Meal Counting and Claiming - Breakfast,319,Electronic Systems Only
2015 - 2016,00255,A.W. Brown Leadership Academy,10,13694,02/12/2016,Additional Review Questions,7,"Is the CE conducting a contract performance administration for the return of discounts, rebates and credits for purchased foods, as well as the return of the value of USDA Foods to the nonprofit food service account?"
2015 - 2016,00255,A.W. Brown Leadership Academy,10,13694,02/12/2016,Resource Mgt Comprehensive Review (2016),11,"If the SFA used the USDA’s “Nonprogram Foods Revenue Tool” to assess compliance, did the SFA correctly complete the tool?"
2015 - 2016,00017,ARCHER CITY ISD,9,13465,02/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00017,ARCHER CITY ISD,9,13465,02/12/2016,300 - Meal Counting and Claiming,316,All Schools for the Review Period
2015 - 2016,00248,LIFE SCHOOL,10,13687,02/12/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00248,LIFE SCHOOL,10,13687,02/12/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00557,MURCHISON ISD,7,13980,02/12/2016,100 - Certification and Benefit Issuance,135,"Are the Direct Certification lists retained on file by the SFA?  If NO, explain."
2015 - 2016,00557,MURCHISON ISD,7,13980,02/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00557,MURCHISON ISD,7,13980,02/12/2016,400 - Meal Components and Quantities - Breakfast,404,"Is there signage explaining what constitutes a reimbursable breakfast to students?  If NO, explain and list the technical assistance provided."
2015 - 2016,00557,MURCHISON ISD,7,13980,02/12/2016,400 - Meal Components and Quantities - Lunch,404,"Is there signage explaining what constitutes a reimbursable lunch to students?   If NO, explain and list the technical assistance provided."
2015 - 2016,00557,MURCHISON ISD,7,13980,02/12/2016,800 - Civil Rights,803,"What is the SFA’s procedure for receiving and processing complaints alleging discrimination within FNS School Meal Programs?   If procedures are written, provide a copy."
2015 - 2016,00227,LINDSAY ISD,11,13666,02/15/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
