id,timestamp,qtr,dept,weekday,group,planned_efficiency,std_min_value,work_in_progress,extra_hours,bonus,downtime,inactive_workers,style_changes,num_workers,real_efficiency
1007,3/2/2015,Q1,B,Monday,4,0.65,3.94,,960,0,0.0,0,0,8.0,0.806879167
1113,3/8/2015,Q2,A,Sunday,4,0.75,26.82,1082.0,6840,65,0.0,0,0,57.0,0.850084211
809,2/17/2015,Q3,A,Tuesday,6,0.75,18.79,726.0,3360,0,0.0,0,0,33.0,0.750621354
638,2/7/2015,Q1,A,Saturday,3,0.8,22.52,1060.0,6840,100,0.0,0,0,57.0,0.950185965
812,2/17/2015,Q3,A,Tuesday,7,0.7,30.1,562.0,840,30,0.0,0,1,59.0,0.700888203
1169,3/10/2015,Q2,A,Tuesday,7,0.6,30.48,1017.0,6840,25,0.0,0,1,57.0,0.630402924
1123,3/8/2015,Q2,A,Sunday,8,0.6,30.48,869.0,6720,0,0.0,0,1,56.0,0.600528571
74,1/5/2015,Q1,A,Monday,2,0.8,28.08,757.0,6900,50,0.0,0,0,57.5,0.800076522
322,1/19/2015,Q3,A,Monday,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602
148,1/10/2015,Q2,B,Saturday,1,0.8,3.94,,2160,0,0.0,0,0,8.0,0.985
565,2/2/2015,Q1,A,Monday,10,0.8,22.52,21540.0,6720,88,0.0,0,0,56.0,0.900129762
356,1/21/2015,Q3,B,Wednesday,9,0.8,3.94,,2400,0,0.0,0,0,8.0,0.827147436
46,1/4/2015,Q1,A,Sunday,7,0.8,25.9,1227.0,7020,60,0.0,0,0,56.5,0.850436438
761,2/14/2015,Q2,A,Saturday,11,0.6,11.41,1039.0,2280,23,0.0,0,2,55.0,0.600447507
128,1/8/2015,Q2,A,Thursday,9,0.8,26.16,1216.0,10620,88,0.0,0,0,59.0,0.900215716
442,1/26/2015,Q4,B,Monday,1,0.7,3.94,,1800,0,0.0,0,0,10.0,0.910378788
830,2/18/2015,Q3,A,Wednesday,1,0.8,22.52,1374.0,3960,63,0.0,0,0,57.0,0.800279693
160,1/10/2015,Q2,A,Saturday,12,0.8,11.61,893.0,4710,50,0.0,0,0,31.5,0.800346445
252,1/14/2015,Q2,B,Wednesday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.667329545
429,1/25/2015,Q4,A,Sunday,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.7005417
762,2/14/2015,Q2,A,Saturday,6,0.8,18.79,822.0,4080,0,0.0,0,0,34.0,0.557252451
699,2/10/2015,Q2,A,Tuesday,9,0.8,29.12,1263.0,2160,38,0.0,0,0,58.0,0.8008
883,2/22/2015,Q4,B,Sunday,7,0.7,5.13,,960,0,0.0,0,0,8.0,0.283958333
499,1/29/2015,Q5,B,Thursday,4,0.8,4.3,,1200,0,0.0,0,0,10.0,0.989
721,2/11/2015,Q2,A,Wednesday,9,0.8,29.12,609.0,3240,50,0.0,0,0,58.0,0.800144144
227,1/13/2015,Q2,A,Tuesday,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.800246753
936,2/25/2015,Q4,B,Wednesday,7,0.75,4.6,,960,0,0.0,0,0,8.0,0.676666667
348,1/20/2015,Q3,B,Tuesday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.639867424
279,1/17/2015,Q3,B,Saturday,2,0.8,3.94,,1800,0,0.0,0,0,10.0,0.980909091
36,1/3/2015,Q1,A,Saturday,4,0.7,23.69,544.0,13800,0,0.0,0,0,60.0,0.700134038
203,1/12/2015,Q2,B,Monday,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.809564394
973,2/28/2015,Q4,A,Saturday,9,0.75,18.79,841.0,6240,45,0.0,0,1,52.0,0.750395513
62,1/5/2015,Q1,B,Monday,11,0.8,3.94,,2400,0,0.0,0,0,10.0,0.939513889
739,2/12/2015,Q2,B,Thursday,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.656666667
1009,3/2/2015,Q1,A,Monday,12,0.8,15.26,1035.0,4080,63,0.0,0,0,34.0,0.800401961
543,2/1/2015,Q1,A,Sunday,2,0.8,22.52,1396.0,6900,113,0.0,0,0,57.5,1.000671304
260,1/15/2015,Q3,B,Thursday,10,0.8,3.94,,3420,0,0.0,0,0,19.0,0.953110048
219,1/13/2015,Q2,B,Tuesday,3,0.8,4.15,,1620,0,0.0,0,0,9.0,0.901262626
848,2/19/2015,Q3,A,Thursday,5,0.8,30.1,276.0,600,63,3.5,15,0,59.5,0.799982853
732,2/12/2015,Q2,A,Thursday,2,0.8,22.52,1327.0,0,113,0.0,0,0,57.5,1.000344928
1041,3/3/2015,Q1,B,Tuesday,1,0.7,3.94,,3360,0,0.0,0,0,8.0,0.555430556
43,1/4/2015,Q1,A,Sunday,6,0.8,11.61,539.0,6975,50,0.0,0,0,31.0,0.879714482
514,1/29/2015,Q5,A,Thursday,11,0.6,20.1,1601.0,4320,46,0.0,0,0,51.0,0.60059761
553,2/1/2015,Q1,A,Sunday,9,0.75,29.12,1282.0,6960,45,0.0,0,0,58.0,0.750593103
534,1/31/2015,Q5,A,Saturday,9,0.75,29.12,1082.0,6840,81,0.0,0,0,57.0,0.850610526
1056,3/4/2015,Q1,A,Wednesday,7,0.8,30.1,874.0,3960,50,0.0,0,0,59.0,0.800055762
971,2/28/2015,Q4,A,Saturday,6,0.75,18.79,1012.0,3960,45,0.0,0,0,33.0,0.75065101
910,2/24/2015,Q4,A,Tuesday,6,0.75,18.79,913.0,3360,45,0.0,0,0,33.0,0.75065101
452,1/26/2015,Q4,A,Monday,12,0.7,15.26,1337.0,6120,40,0.0,0,0,34.0,0.70043672
448,1/26/2015,Q4,A,Monday,10,0.75,22.52,1250.0,10080,55,0.0,0,0,56.0,0.800020563
878,2/22/2015,Q4,A,Sunday,3,0.7,30.1,1041.0,8160,33,0.0,0,2,58.0,0.626577778
585,2/3/2015,Q1,A,Tuesday,3,0.8,22.52,1112.0,6840,100,0.0,0,0,57.0,0.950185965
608,2/4/2015,Q1,B,Wednesday,7,0.7,3.94,,960,0,0.0,0,0,8.0,0.779791667
4,1/1/2015,Q1,A,Thursday,6,0.8,25.9,1170.0,1920,50,0.0,0,0,56.0,0.800381944
1179,3/11/2015,Q2,A,Wednesday,3,0.8,30.1,735.0,6960,63,0.0,0,1,58.0,0.800071839
884,2/23/2015,Q4,B,Monday,10,0.8,3.94,,2400,0,0.0,0,0,20.0,0.955791667
715,2/11/2015,Q2,B,Wednesday,8,0.35,4.15,,1440,0,0.0,0,0,12.0,0.994375
3,1/1/2015,Q1,A,Thursday,12,0.8,11.41,968.0,3660,50,0.0,0,0,30.5,0.800570492
775,2/15/2015,Q3,A,Sunday,8,0.7,30.1,507.0,5880,40,2.0,10,1,59.0,0.700573099
97,1/6/2015,Q1,A,Tuesday,8,0.8,25.9,1083.0,10170,38,0.0,0,0,56.5,0.800128721
562,2/2/2015,Q1,B,Monday,9,0.75,3.94,,960,0,0.0,0,0,8.0,0.994270833
620,2/5/2015,Q1,A,Thursday,10,0.8,22.52,1039.0,6720,113,0.0,0,0,56.0,0.999995238
618,2/5/2015,Q1,A,Thursday,2,0.8,22.52,1300.0,6780,113,0.0,0,0,56.5,1.000446018
70,1/5/2015,Q1,A,Monday,1,0.8,26.16,1138.0,7080,63,0.0,0,0,59.0,0.800318644
368,1/21/2015,Q3,B,Wednesday,1,0.65,3.94,,2400,0,0.0,0,0,8.0,0.505128205
889,2/23/2015,Q4,A,Monday,4,0.8,30.1,891.0,7140,38,0.0,0,1,59.0,0.800137255
21,1/3/2015,Q1,B,Saturday,9,0.8,4.15,,960,0,0.0,0,0,8.0,0.956270833
423,1/25/2015,Q4,A,Sunday,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850223776
911,2/24/2015,Q4,A,Tuesday,11,0.75,11.61,698.0,3360,34,0.0,0,2,57.0,0.750437269
744,2/12/2015,Q2,A,Thursday,11,0.5,11.41,1039.0,2280,0,0.0,0,2,55.0,0.50012336
459,1/27/2015,Q4,B,Tuesday,4,0.8,4.3,,1440,0,0.0,0,0,12.0,0.940625
857,2/19/2015,Q3,B,Thursday,8,0.7,5.13,,1920,0,0.0,0,0,8.0,0.672135417
716,2/11/2015,Q2,B,Wednesday,2,0.8,3.94,,2160,0,0.0,0,0,18.0,0.912037037
639,2/7/2015,Q1,A,Saturday,1,0.8,22.52,1534.0,6780,88,0.0,0,0,57.0,0.900135693
400,1/24/2015,Q4,B,Saturday,7,0.65,3.94,,2160,0,0.0,0,0,12.0,0.870580808
394,1/24/2015,Q4,B,Saturday,10,0.75,3.94,,1800,0,0.0,0,0,10.0,0.937242424
134,1/8/2015,Q2,B,Thursday,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.835757576
391,1/22/2015,Q4,B,Thursday,8,0.8,2.9,,4800,0,0.0,0,0,8.0,0.397743056
895,2/23/2015,Q4,A,Monday,8,0.7,29.4,1094.0,6840,40,0.0,0,2,57.0,0.700614035
350,1/20/2015,Q3,A,Tuesday,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400332792
37,1/3/2015,Q1,A,Saturday,9,0.7,28.08,1072.0,6900,40,0.0,0,0,57.5,0.699965217
1131,3/9/2015,Q2,A,Monday,4,0.75,26.82,1079.0,7020,65,0.0,0,0,58.0,0.850446154
276,1/15/2015,Q3,A,Thursday,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069
397,1/24/2015,Q4,A,Saturday,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.900321106
52,1/4/2015,Q1,B,Sunday,2,0.8,3.94,,960,0,0.0,0,0,8.0,0.792104167
504,1/29/2015,Q5,B,Thursday,8,0.65,4.15,,960,0,0.0,0,0,8.0,0.877552083
411,1/24/2015,Q4,A,Saturday,9,0.6,29.12,925.0,6660,23,0.0,0,0,58.0,0.600125217
675,2/9/2015,Q2,B,Monday,1,0.8,3.94,,1200,0,0.0,0,0,10.0,0.962016667
719,2/11/2015,Q2,A,Wednesday,6,0.8,18.79,656.0,3480,38,0.0,0,0,34.0,0.800947475
949,2/26/2015,Q4,A,Thursday,6,0.75,18.79,912.0,3960,45,0.0,0,0,33.0,0.75065101
353,1/21/2015,Q3,B,Wednesday,2,0.7,3.94,,5100,0,0.0,0,0,17.0,0.912202112
42,1/4/2015,Q1,B,Sunday,1,0.8,3.94,,960,0,0.0,0,0,8.0,0.915229167
1196,3/11/2015,Q2,B,Wednesday,6,0.7,2.9,,720,0,0.0,0,0,6.0,0.394722222
301,1/18/2015,Q3,B,Sunday,6,0.8,2.9,,1800,0,0.0,0,0,10.0,0.804848485
546,2/1/2015,Q1,A,Sunday,3,0.8,22.52,1124.0,6840,100,0.0,0,0,57.0,0.950185965
364,1/21/2015,Q3,A,Wednesday,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.700029771
860,2/19/2015,Q3,A,Thursday,7,0.75,30.1,444.0,0,0,5.0,20,1,59.0,0.611140537
323,1/19/2015,Q3,A,Monday,9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117103
1093,3/7/2015,Q1,A,Saturday,3,0.8,29.4,983.0,6840,63,0.0,0,1,57.0,0.800578947
472,1/27/2015,Q4,A,Tuesday,8,0.65,15.09,976.0,240,23,0.0,0,0,52.0,0.650307143
609,2/4/2015,Q1,B,Wednesday,9,0.75,3.94,,960,0,0.0,0,0,8.0,0.755166667
458,1/27/2015,Q4,B,Tuesday,10,0.8,3.94,,1440,0,0.0,0,0,12.0,0.979527778
523,1/31/2015,Q5,B,Saturday,10,0.8,3.94,,1200,0,0.0,0,0,10.0,0.971866667
253,1/14/2015,Q2,A,Wednesday,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.600369686
489,1/28/2015,Q4,A,Wednesday,12,0.75,15.26,1429.0,3600,45,0.0,0,0,35.0,0.750283333
81,1/5/2015,Q1,B,Monday,8,0.8,2.9,,960,0,0.0,0,0,8.0,0.664583333
1157,3/10/2015,Q2,B,Tuesday,9,0.75,2.9,,1800,0,0.0,0,0,15.0,0.821666667
183,1/11/2015,Q2,A,Sunday,10,0.8,28.08,762.0,10530,38,0.0,0,0,58.5,0.8
73,1/5/2015,Q1,A,Monday,12,0.8,11.61,1037.0,7200,50,0.0,0,0,32.0,0.800246011
475,1/27/2015,Q4,A,Tuesday,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58.0,0.500035345
627,2/5/2015,Q1,A,Thursday,12,0.8,15.26,1083.0,720,38,0.0,0,0,34.0,0.800612676
374,1/22/2015,Q4,A,Thursday,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.800302791
1042,3/3/2015,Q1,B,Tuesday,4,0.7,3.94,,3360,0,0.0,0,0,8.0,0.555430556
192,1/11/2015,Q2,A,Sunday,5,0.6,20.79,1208.0,7980,0,0.0,0,0,57.0,0.452979626
163,1/10/2015,Q2,A,Saturday,10,0.8,28.08,1082.0,10530,63,0.0,0,0,58.5,0.8
298,1/17/2015,Q3,B,Saturday,11,0.8,4.15,,1260,0,0.0,0,0,7.0,0.313852814
741,2/12/2015,Q2,B,Thursday,2,0.8,3.94,,2160,0,0.0,0,0,18.0,0.601944444
130,1/8/2015,Q2,A,Thursday,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59.0,0.850502311
898,2/23/2015,Q4,A,Monday,10,0.7,21.25,1583.0,6000,0,0.0,0,1,50.0,0.417916667
815,2/17/2015,Q3,B,Tuesday,4,0.75,5.13,,960,0,0.0,0,0,8.0,0.656666667
738,2/12/2015,Q2,B,Thursday,1,0.8,3.94,,1440,0,0.0,0,0,12.0,0.664875
98,1/6/2015,Q1,A,Tuesday,6,0.8,11.61,910.0,4470,38,0.0,0,0,31.5,0.80007657
890,2/23/2015,Q4,A,Monday,5,0.8,30.1,541.0,7140,38,0.0,0,0,59.0,0.800137255
410,1/24/2015,Q4,A,Saturday,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650416734
438,1/26/2015,Q4,B,Monday,10,0.75,3.94,,3780,0,0.0,0,0,21.0,0.997792208
711,2/11/2015,Q2,B,Wednesday,4,0.7,4.15,,1800,0,0.0,0,0,15.0,1.033155556
1193,3/11/2015,Q2,B,Wednesday,8,0.7,3.9,,960,0,0.0,0,0,8.0,0.625625
383,1/22/2015,Q4,B,Thursday,1,0.7,3.94,,15000,0,0.0,0,0,25.0,0.649662222
139,1/8/2015,Q2,A,Thursday,6,0.8,11.41,411.0,14640,50,0.0,0,0,30.5,0.800024932
522,1/31/2015,Q5,B,Saturday,4,0.8,3.94,,1200,0,0.0,0,0,10.0,0.971866667
515,1/29/2015,Q5,A,Thursday,6,0.5,18.79,717.0,3960,23,0.0,0,0,33.0,0.500117677
1,1/1/2015,Q1,B,Thursday,1,0.75,3.94,,960,0,0.0,0,0,8.0,0.8865
1032,3/3/2015,Q1,A,Tuesday,4,0.7,26.66,950.0,6960,50,0.0,0,0,58.0,0.750770115
704,2/10/2015,Q2,A,Tuesday,5,0.75,30.1,855.0,7020,45,0.0,0,0,58.0,0.750356125
491,1/28/2015,Q4,B,Wednesday,8,0.65,4.15,,960,0,0.0,0,0,8.0,0.553333333
1129,3/9/2015,Q2,B,Monday,12,0.8,4.6,,0,1080,0.0,0,0,9.0,0.902962963
143,1/8/2015,Q2,B,Thursday,3,0.75,4.15,,2160,0,0.0,0,0,12.0,0.712626263
1020,3/2/2015,Q1,A,Monday,10,0.7,21.82,1511.0,3600,30,0.0,0,0,51.0,0.70013604
566,2/2/2015,Q1,B,Monday,10,0.8,3.94,,1200,0,0.0,0,0,10.0,0.85695
338,1/20/2015,Q3,A,Tuesday,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486
801,2/16/2015,Q3,A,Monday,9,0.6,18.79,2103.0,5400,0,0.0,0,1,54.0,0.329964879
1074,3/5/2015,Q1,B,Thursday,3,0.8,4.6,,1800,0,0.0,0,0,15.0,0.810111111
1161,3/10/2015,Q2,B,Tuesday,11,0.8,2.9,,960,0,0.0,0,0,8.0,0.758229167
924,2/25/2015,Q4,B,Wednesday,3,0.8,4.6,,2400,0,0.0,0,0,20.0,0.900833333
877,2/22/2015,Q4,A,Sunday,9,0.7,18.79,1717.0,3240,30,0.0,0,1,57.0,0.627011183
755,2/14/2015,Q2,B,Saturday,1,0.8,3.94,,1440,0,0.0,0,0,12.0,0.796208333
509,1/29/2015,Q5,A,Thursday,9,0.7,29.12,1170.0,6960,53,0.0,0,0,58.0,0.850170115
1139,3/9/2015,Q2,B,Monday,1,0.75,3.94,,0,960,0.0,0,0,8.0,0.794566667
473,1/27/2015,Q4,A,Tuesday,6,0.8,30.4,338.0,3840,34,0.0,0,0,32.0,0.622828125
1151,3/10/2015,Q2,B,Tuesday,5,0.6,3.94,,1440,0,0.0,0,0,12.0,0.909391667
871,2/22/2015,Q4,B,Sunday,9,0.8,3.94,,2400,0,0.0,0,0,10.0,0.753525
1126,3/8/2015,Q2,B,Sunday,10,0.7,2.9,,960,0,0.0,0,0,8.0,0.441041667
701,2/10/2015,Q2,B,Tuesday,4,0.7,4.15,,1800,0,0.0,0,0,15.0,0.796755556
1133,3/9/2015,Q2,B,Monday,9,0.75,2.9,,0,3600,0.0,0,0,15.0,0.841
1084,3/5/2015,Q1,B,Thursday,9,0.75,2.9,,960,0,0.0,0,0,8.0,0.453125
1102,3/7/2015,Q1,B,Saturday,8,0.8,4.6,,3600,0,0.0,0,0,15.0,0.590740741
678,2/9/2015,Q2,A,Monday,2,0.8,22.52,1413.0,360,70,0.0,0,0,57.0,0.900477825
726,2/11/2015,Q2,A,Wednesday,7,0.6,30.1,829.0,3360,23,0.0,0,1,58.0,0.600070513
802,2/16/2015,Q3,B,Monday,7,0.7,4.15,,1800,0,0.0,0,0,15.0,0.258
863,2/19/2015,Q3,A,Thursday,10,0.7,19.68,1410.0,5760,0,0.0,0,1,48.0,0.249416667
528,1/31/2015,Q5,B,Saturday,7,0.7,3.94,,1200,0,0.0,0,0,10.0,0.971866667
541,1/31/2015,Q5,A,Saturday,8,0.5,23.54,1144.0,6480,0,0.0,0,0,54.0,0.286984568
510,1/29/2015,Q5,A,Thursday,5,0.65,20.79,1015.0,7080,81,0.0,0,0,59.0,0.800473729
1057,3/4/2015,Q1,A,Wednesday,4,0.7,26.82,1028.0,6960,60,0.0,0,0,58.0,0.799975862
730,2/12/2015,Q2,A,Thursday,1,0.8,22.52,1397.0,0,138,0.0,0,0,57.0,1.100483918
925,2/25/2015,Q4,B,Wednesday,12,0.8,4.6,,1800,0,0.0,0,0,15.0,0.899555556
503,1/29/2015,Q5,B,Thursday,6,0.5,2.9,,1200,0,0.0,0,0,10.0,0.899
226,1/13/2015,Q2,B,Tuesday,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.805909091
763,2/14/2015,Q2,A,Saturday,3,0.5,30.1,1261.0,6960,30,0.0,0,1,58.0,0.500801724
176,1/11/2015,Q2,A,Sunday,7,0.8,25.9,1012.0,10170,45,0.0,0,0,56.5,0.850136766
750,2/14/2015,Q2,B,Saturday,7,0.7,4.15,,1800,0,0.0,0,0,15.0,0.929277778
1024,3/2/2015,Q1,B,Monday,7,0.8,4.6,,3360,0,0.0,0,0,8.0,0.342361111
901,2/23/2015,Q4,B,Monday,2,0.8,5.13,,960,0,0.0,0,0,8.0,0.36871875
998,3/1/2015,Q1,B,Sunday,10,0.7,2.9,,3360,0,0.0,0,0,8.0,0.664583333
947,2/26/2015,Q4,A,Thursday,12,0.8,15.26,1065.0,4080,63,0.0,0,0,34.0,0.800401961
772,2/15/2015,Q3,A,Sunday,5,0.8,30.1,679.0,7140,0,0.0,0,0,59.5,0.722568627
696,2/10/2015,Q2,A,Tuesday,3,0.8,22.52,813.0,0,88,0.0,0,0,57.0,0.90047076
303,1/18/2015,Q3,A,Sunday,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721
478,1/28/2015,Q4,A,Wednesday,3,0.8,22.52,1350.0,6840,113,0.0,0,0,57.0,1.000230409
950,2/26/2015,Q4,A,Thursday,3,0.75,29.4,1244.0,6840,45,0.0,0,2,57.0,0.750473684
136,1/8/2015,Q2,A,Thursday,2,0.8,28.08,783.0,10050,63,0.0,0,0,58.5,0.800497246
100,1/6/2015,Q1,A,Tuesday,11,0.75,19.31,590.0,9900,45,0.0,0,0,55.0,0.750057851
766,2/15/2015,Q3,B,Sunday,1,0.8,3.94,,960,0,0.0,0,0,8.0,1.1204375
722,2/11/2015,Q2,A,Wednesday,5,0.75,30.1,788.0,7380,56,0.0,0,0,59.5,0.750406233
908,2/24/2015,Q4,B,Tuesday,8,0.7,4.6,,960,0,0.0,0,0,8.0,0.791458333
654,2/7/2015,Q1,A,Saturday,8,0.7,24.26,652.0,6840,0,300.0,37,0,57.0,0.365318713
827,2/18/2015,Q3,A,Wednesday,4,0.8,30.1,864.0,480,50,0.0,0,1,58.0,0.800980392
670,2/8/2015,Q2,B,Sunday,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.607416667
729,2/11/2015,Q2,A,Wednesday,11,0.35,11.41,434.0,3240,0,0.0,0,1,52.0,0.507903226
713,2/11/2015,Q2,A,Wednesday,2,0.8,22.52,1557.0,0,90,0.0,0,0,57.5,1.000344928
662,2/8/2015,Q2,B,Sunday,2,0.8,3.94,,2160,0,0.0,0,0,18.0,0.875555556
1117,3/8/2015,Q2,A,Sunday,11,0.8,11.41,313.0,3420,50,0.0,0,0,58.0,0.800034503
483,1/28/2015,Q4,A,Wednesday,1,0.75,22.94,1868.0,6960,81,0.0,0,0,58.0,0.850362069
321,1/19/2015,Q3,A,Monday,6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775
156,1/10/2015,Q2,B,Saturday,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.817424242
1083,3/5/2015,Q1,A,Thursday,2,0.6,15.28,529.0,1320,0,0.0,0,1,46.0,0.600099145
997,3/1/2015,Q1,B,Sunday,4,0.6,3.94,,960,0,0.0,0,0,8.0,0.673083333
563,2/2/2015,Q1,A,Monday,2,0.8,22.52,21385.0,7020,88,0.0,0,0,58.5,0.900158405
599,2/4/2015,Q1,A,Wednesday,2,0.8,22.52,1263.0,6900,100,0.0,0,0,57.5,1.05028058
595,2/3/2015,Q1,A,Tuesday,7,0.7,24.26,1639.0,6720,0,0.0,0,0,56.0,0.541517857
683,2/9/2015,Q2,A,Monday,4,0.7,30.1,767.0,3300,50,0.0,0,1,57.0,0.790003236
707,2/10/2015,Q2,B,Tuesday,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.6895
366,1/21/2015,Q3,B,Wednesday,8,0.8,2.9,,2400,0,0.0,0,0,8.0,0.594871795
267,1/15/2015,Q3,A,Thursday,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.800117103
658,2/8/2015,Q2,A,Sunday,1,0.8,22.52,1615.0,6780,88,0.0,0,0,56.5,0.900135693
234,1/13/2015,Q2,A,Tuesday,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029
1006,3/2/2015,Q1,B,Monday,3,0.8,4.6,,10080,0,0.0,0,0,24.0,0.86037037
189,1/11/2015,Q2,B,Sunday,6,0.8,2.9,,1440,0,0.0,0,0,8.0,0.597348485
1051,3/4/2015,Q1,B,Wednesday,1,0.7,3.94,,960,0,0.0,0,0,8.0,0.806879167
195,1/12/2015,Q2,B,Monday,3,0.8,4.15,,1800,0,0.0,0,0,10.0,0.905454545
676,2/9/2015,Q2,A,Monday,10,0.8,22.52,1127.0,120,88,0.0,0,0,56.0,0.9008
147,1/8/2015,Q2,A,Thursday,5,0.7,42.41,724.0,10260,0,0.0,0,0,57.0,0.233705476
823,2/18/2015,Q3,B,Wednesday,12,0.8,5.13,,1200,0,0.0,0,0,10.0,0.9918
906,2/24/2015,Q4,A,Tuesday,5,0.8,30.1,450.0,7140,50,0.0,0,0,60.0,0.800137255
507,1/29/2015,Q5,B,Thursday,1,0.75,3.94,,1200,0,0.0,0,0,10.0,0.853666667
373,1/22/2015,Q4,A,Thursday,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849983766
1168,3/10/2015,Q2,A,Tuesday,5,0.65,26.82,1001.0,7080,26,0.0,0,1,59.0,0.650044068
177,1/11/2015,Q2,A,Sunday,8,0.8,25.9,1209.0,10170,60,0.0,0,0,56.5,0.850136766
68,1/5/2015,Q1,A,Monday,7,0.8,25.9,1255.0,6780,50,0.0,0,0,56.5,0.800684366
230,1/13/2015,Q2,A,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584
570,2/2/2015,Q1,A,Monday,9,0.75,29.12,8992.0,6960,55,0.0,0,0,58.0,0.799963218
667,2/8/2015,Q2,A,Sunday,11,0.75,10.05,629.0,3240,45,0.0,0,0,27.0,0.750027778
1121,3/8/2015,Q2,A,Sunday,2,0.7,16.1,928.0,4800,30,0.0,0,1,45.0,0.700106061
531,1/31/2015,Q5,B,Saturday,6,0.6,3.94,,1200,0,0.0,0,0,10.0,0.971866667
1000,3/1/2015,Q1,B,Sunday,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.585
734,2/12/2015,Q2,A,Thursday,12,0.8,15.26,894.0,4080,50,0.0,0,0,34.0,0.800401961
16,1/1/2015,Q1,B,Thursday,7,0.8,2.9,,960,0,0.0,0,0,8.0,0.540729167
835,2/18/2015,Q3,A,Wednesday,9,0.7,18.79,1587.0,4560,30,0.0,0,1,51.0,0.70009573
783,2/15/2015,Q3,B,Sunday,4,0.75,4.15,,2400,0,0.0,0,0,20.0,0.287041667
280,1/17/2015,Q3,B,Saturday,10,0.8,3.94,,1440,0,0.0,0,0,8.0,0.974621212
773,2/15/2015,Q3,B,Sunday,11,0.6,2.9,,1200,0,0.0,0,0,10.0,0.715333333
1176,3/11/2015,Q2,B,Wednesday,4,0.75,3.94,,1920,0,0.0,0,0,8.0,0.813309028
545,2/1/2015,Q1,B,Sunday,1,0.75,3.94,,2280,0,0.0,0,0,19.0,0.950438596
559,2/1/2015,Q1,A,Sunday,7,0.7,24.26,1400.0,6720,0,0.0,0,0,56.0,0.411553571
502,1/29/2015,Q5,A,Thursday,10,0.8,22.52,1088.0,6720,88,0.0,0,0,56.0,0.900129762
751,2/14/2015,Q2,B,Saturday,4,0.75,4.15,,2400,0,0.0,0,0,20.0,0.902916667
468,1/27/2015,Q4,B,Tuesday,2,0.75,3.94,,1200,0,0.0,0,0,10.0,0.788
164,1/10/2015,Q2,A,Saturday,3,0.75,19.87,1075.0,7080,45,0.0,0,0,56.0,0.750098351
624,2/5/2015,Q1,B,Thursday,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.906666667
324,1/19/2015,Q3,B,Monday,12,0.8,2.9,,1440,0,0.0,0,0,8.0,0.793844697
375,1/22/2015,Q4,A,Thursday,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800191989
1018,3/2/2015,Q1,A,Monday,4,0.65,26.66,832.0,6780,55,0.0,0,0,57.0,0.750254867
966,2/28/2015,Q4,A,Saturday,11,0.8,11.61,954.0,0,50,0.0,0,2,58.0,0.800779018
239,1/14/2015,Q2,B,Wednesday,4,0.35,4.3,,2700,0,0.0,0,0,8.0,0.908080808
630,2/5/2015,Q1,A,Thursday,11,0.75,10.05,668.0,2520,34,0.0,0,0,26.0,0.7504
1106,3/8/2015,Q2,B,Sunday,3,0.8,4.6,,1440,0,0.0,0,0,12.0,0.951944444
972,2/28/2015,Q4,A,Saturday,8,0.75,29.4,792.0,4560,56,0.0,0,2,58.0,0.750425926
1110,3/8/2015,Q2,B,Sunday,4,0.75,3.94,,960,0,0.0,0,0,8.0,0.890604167
